ds;Mixed_Models;Mixed_Models/BottomUp;Mixed_Models/TopDown_method-forecast_proportions;Mixed_Models/MiddleOut_middle_level-Total/Store_top_down_method-forecast_proportions;Mixed_Models/MinTrace_method-ols;Mixed_Models/MinTrace_method-wls_struct;Weekly_Sales
2012-10-05;5111,9727;5111,9727;4862,2607;4943,453;4023,2378;4631,389;4661,04
2012-10-12;5229,8467;5229,8467;5268,6704;5616,251;6152,0854;5915,3286;4407,28
2012-10-19;5411,227;5411,227;5153,6504;5475,9043;4832,124;5332,276;3838,92
2012-10-26;5378,785;5378,785;5245,0527;5532,5713;5318,067;5579,1104;4962,44
2012-09-07;56818,555;56818,555;52738,582;53729,746;55135,94;55986,617;59165,48
2012-09-14;55643,484;55643,484;50264,168;54068,13;53886,0;54989,832;50353,14
2012-09-21;54166,11;54166,11;50951,54;56700,137;53764,33;54342,684;52348,93
2012-09-28;54142,414;54142,414;56209,395;61566,59;56070,348;55523,07;49893,24
2012-10-05;56890,49;56890,49;54111,48;55015,055;55801,754;56409,906;55132,14
2012-10-12;56499,805;56499,805;56919,227;60674,258;57422,043;57185,285;50581,18
2012-10-19;55051,645;55051,645;52431,164;55709,65;54472,543;54972,69;49761,38
2012-10-26;54608,047;54608,047;53250,33;56169,36;54547,33;54808,37;50891,22
2012-09-07;20934,885;20934,885;19431,613;19796,809;19252,271;20102,947;22879,05
2012-09-14;19848,588;19848,588;17929,732;19286,643;18091,102;19194,938;18487,6
2012-09-21;19928,996;19928,996;18746,28;20861,324;19527,215;20105,57;17612,05
2012-09-28;19925,37;19925,37;20686,055;22657,598;21853,3;21306,025;17097,74
2012-10-05;21141,033;21141,033;20108,328;20444,105;20052,299;20660,45;19685,47
2012-10-12;21132,312;21132,312;21289,188;22693,66;22054,55;21817,795;17547,34
2012-10-19;20720,67;20720,67;19734,36;20968,334;20141,566;20641,719;17165,82
2012-10-26;20209,76;20209,76;19707,285;20787,582;20149,041;20410,086;19284,29
2012-09-07;17566,14;17566,14;16304,769;16611,2;15883,528;16734,203;14689,34
2012-09-14;15022,117;15022,117;13569,858;14596,817;13264,632;14368,467;9172,64
2012-09-21;13376,111;13376,111;12582,286;14001,879;12974,329;13552,686;7449,37
2012-09-28;12324,131;12324,131;12794,626;14014,055;14252,063;13704,787;5166,41
2012-10-05;12225,6;12225,6;11628,398;11822,574;11136,865;11745,017;4218,07
2012-10-12;11372,435;11372,435;11456,858;12212,68;12294,674;12057,917;3599,46
2012-10-19;10429,711;10429,711;9933,252;10554,372;9850,607;10350,76;2428,52
2012-10-26;9435,943;9435,943;9201,338;9705,729;9375,225;9636,269;2907,19
2012-09-07;21657,244;21657,244;20102,102;20479,898;19974,63;20825,307;23382,29
2012-09-14;20009,193;20009,193;18074,81;19442,701;18251,707;19355,543;19829,63
2012-09-21;19606,227;19606,227;18442,666;20523,455;19204,445;19782,8;19608,17
2012-09-28;18873,5;18873,5;19594,03;21461,494;20801,432;20254,156;16625,22
2012-10-05;19719,988;19719,988;18756,697;19069,906;18631,254;19239,404;17604,17
2012-10-12;19272,975;19272,975;19416,047;20696,947;20195,213;19958,457;18471,98
2012-10-19;20147,95;20147,95;19188,898;20388,768;19568,846;20068,998;17135,92
2012-10-26;19998,016;19998,016;19500,805;20569,783;19937,297;20198,342;18328,9
2012-09-07;1758,0977;1758,0977;1631,8539;1662,5228;75,48521;926,16034;1725,47
2012-09-14;1898,6117;1898,6117;1715,064;1844,859;141,12622;1244,9612;1423,54
2012-09-21;2020,244;2020,244;1900,3496;2114,756;1618,462;2196,8184;1676,76
2012-09-28;2107,4792;2107,4792;2187,936;2396,4634;4035,4114;3488,1355;1995,8
2012-10-05;2142,7136;2142,7136;2038,0454;2072,0776;1053,9789;1662,1304;1744,44
2012-10-12;2107,845;2107,845;2123,4927;2263,5818;3030,0837;2793,3271;1813,87
2012-10-19;2272,882;2272,882;2164,692;2300,0488;1693,7789;2193,9307;2342,98
2012-10-26;2167,731;2167,731;2113,8347;2229,709;2107,0127;2368,0564;2465,33
2012-09-07;73880,49;73880,49;68575,35;69864,16;72197,88;73048,555;71752,94
2012-09-14;69415,87;69415,87;62705,11;67450,59;67658,38;68762,22;61123,41
2012-09-21;67983,625;67983,625;63949,035;71164,07;67581,84;68160,2;62281,51
2012-09-28;67089,6;67089,6;69650,87;76289,14;69017,53;68470,26;57432,11
2012-10-05;71561,66;71561,66;68065,984;69202,58;70472,92;71081,07;65345,41
2012-10-12;70243,91;70243,91;70765,36;75433,836;71166,15;70929,39;59971,3
2012-10-19;70752,34;70752,34;67384,51;71598,01;70173,24;70673,39;58922,88
2012-10-26;68620,83;68620,83;66914,71;70582,79;68560,11;68821,16;61378,96
2012-09-07;10830,277;10830,277;10052,587;10241,515;9147,665;9998,34;11085,52
2012-09-14;10090,421;10090,421;9114,933;9804,745;8332,936;9436,7705;8013,7
2012-09-21;9409,216;9409,216;8850,812;9849,402;9007,434;9585,79;7981,24
2012-09-28;9405,719;9405,719;9764,798;10695,46;11333,651;10786,375;6676,86
2012-10-05;9805,336;9805,336;9326,361;9482,097;8716,602;9324,753;8537,45
2012-10-12;9663,263;9663,263;9734,997;10377,228;10585,502;10348,745;7250,75
2012-10-19;9616,015;9616,015;9158,288;9730,95;9036,911;9537,063;7856,69
2012-10-26;9351,674;9351,674;9119,163;9619,05;9290,955;9551,999;7361,76
2012-09-07;8174,3438;8174,3438;7587,368;7729,9653;6491,7314;7342,4062;7380,78
2012-09-14;7619,812;7619,812;6883,169;7404,0835;5862,3267;6966,1616;6429,09
2012-09-21;6997,4517;6997,4517;6582,1772;7324,8096;6595,6694;7174,026;6119,1
2012-09-28;7337,064;7337,064;7617,1694;8343,1455;9264,996;8717,721;5717,29
2012-10-05;8367,892;8367,892;7959,134;8092,0386;7279,1567;7887,308;6270,24
2012-10-12;7823,3276;7823,3276;7881,4043;8401,35;8745,566;8508,81;6536,3
2012-10-19;7669,7676;7669,7676;7304,6836;7761,44;7090,6646;7590,8164;6395,79
2012-10-26;7739,216;7739,216;7546,7954;7960,4897;7678,4976;7939,541;6759,95
2012-09-07;18034,256;18034,256;16739,27;17053,865;16351,644;17202,318;19732,43
2012-09-14;16913,805;16913,805;15278,668;16434,947;15156,319;16260,154;13522,88
2012-09-21;16567,426;16567,426;15584,207;17342,492;16165,644;16744,0;14245,63
2012-09-28;15662,631;15662,631;16260,579;17810,34;17590,562;17043,287;11231,73
2012-10-05;17719,672;17719,672;16854,094;17135,531;16630,938;17239,088;15531,59
2012-10-12;17435,379;17435,379;17564,81;18723,58;18357,617;18120,861;16296,02
2012-10-19;16645,36;16645,36;15853,034;16844,312;16066,256;16566,408;12428,87
2012-10-26;15781,87;15781,87;15389,485;16233,094;15721,151;15982,195;12669,03
2012-09-07;32623,062;32623,062;30280,496;30849,588;30940,45;31791,125;35545,71
2012-09-14;29604,5;29604,5;26742,494;28766,35;27847,014;28950,85;25954,48
2012-09-21;27623,043;27623,043;25983,71;28915,316;27221,262;27799,617;25423,21
2012-09-28;27164,748;27164,748;28201,809;30889,664;29092,68;28545,404;24258,55
2012-10-05;31884,328;31884,328;30326,83;30833,24;30795,594;31403,744;29474,36
2012-10-12;30687,27;30687,27;30915,074;32954,58;31609,508;31372,752;34925,38
2012-10-19;31104,648;31104,648;29624,057;31476,426;30525,545;31025,697;32408,75
2012-10-26;33140,574;33140,574;32316,6;34088,105;33079,855;33340,9;30154,93
2012-09-07;12075,755;12075,755;11208,631;11419,285;10393,143;11243,817;17490,59
2012-09-14;8203,378;8203,378;7410,319;7971,1274;6445,8926;7549,7275;7785,54
2012-09-21;6988,663;6988,663;6573,9106;7315,6104;6586,881;7165,2373;7610,03
2012-09-28;6960,837;6960,837;7226,5786;7915,3286;8888,77;8341,493;6096,88
2012-10-05;8780,39;8780,39;8351,482;8490,938;7691,655;8299,807;7854,62
2012-10-12;8118,9873;8118,9873;8179,259;8718,8545;9041,227;8804,47;11964,47
2012-10-19;7669,875;7669,875;7304,7856;7761,549;7090,772;7590,924;9074,39
2012-10-26;8191,297;8191,297;7987,6367;8425,496;8130,5786;8391,622;8759,7
2012-09-07;12979,883;12979,883;12047,836;12274,262;11297,2705;12147,945;15394,63
2012-09-14;12937,139;12937,139;11686,444;12570,868;11179,653;12283,488;11437,84
2012-09-21;11998,12;11998,12;11286,074;12559,422;11596,338;12174,694;11139,53
2012-09-28;11948,945;11948,945;12405,117;13587,422;13876,878;13329,602;11080,38
2012-10-05;13198,452;13198,452;12553,729;12763,356;12109,718;12717,869;11979,27
2012-10-12;12733,357;12733,357;12827,884;13674,153;13655,597;13418,84;12860,37
2012-10-19;13029,204;13029,204;12409,009;13184,936;12450,101;12950,253;12734,82
2012-10-26;13762,419;13762,419;13420,243;14155,903;13701,7;13962,744;10955,38
2012-09-07;9581,791;9581,791;8893,751;9060,9;7899,1787;8749,854;10307,43
2012-09-14;9567,123;9567,123;8642,224;9296,263;7809,6377;8913,473;11524,07
2012-09-21;10337,537;10337,537;9724,041;10821,152;9935,755;10514,111;13891,5
2012-09-28;10099,698;10099,698;10485,271;11484,601;12027,631;11480,3545;14409,97
2012-10-05;11772,662;11772,662;11197,586;11384,569;10683,928;11292,079;12128,89
2012-10-12;10088,512;10088,512;10163,403;10833,8955;11010,751;10773,994;16344,29
2012-10-19;9715,894;9715,894;9253,413;9832,022;9136,79;9636,942;13010,84
2012-10-26;9230,417;9230,417;9000,921;9494,326;9169,698;9430,742;13185,75
2012-09-07;2573,6284;2573,6284;2388,824;2433,7195;891,016;1741,6912;2914,03
2012-09-14;2099,708;2099,708;1896,7194;2040,262;342,22253;1446,0575;1960,94
2012-09-21;1964,4081;1964,4081;1847,8274;2056,3079;1562,6261;2140,9824;1669,53
2012-09-28;2087,8503;2087,8503;2167,5576;2374,143;4015,7825;3468,5066;1851,25
2012-10-05;2465,7478;2465,7478;2345,3;2384,463;1377,0131;1985,1646;2355,39
2012-10-12;2279,3418;2279,3418;2296,2625;2447,7495;3201,5806;2964,824;2537,69
2012-10-19;2126,8674;2126,8674;2025,6277;2152,2888;1547,7643;2047,916;2718,7
2012-10-26;2153,192;2153,192;2099,657;2214,7544;2092,4736;2353,5173;2732,48
2012-09-07;597,1943;597,1943;554,3115;564,72925;0,0;0,0;649,95
2012-09-14;727,28564;727,28564;656,9755;706,695;0,0;73,635124;632,34
2012-09-21;767,6922;767,6922;722,1324;803,6067;365,9102;944,2666;907,79
2012-09-28;843,93134;843,93134;876,1499;959,6538;2771,8635;2224,5876;817,64
2012-10-05;927,5571;927,5571;882,2475;896,9796;0,0;446,97385;1511,47
2012-10-12;886,01843;886,01843;892,59576;951,4814;1808,2573;1571,5005;1307,64
2012-10-19;1173,2949;1173,2949;1117,4456;1187,3187;594,1918;1094,3435;1549,83
2012-10-26;1024,8776;1024,8776;999,39606;1054,18;964,1592;1225,203;1950,88
2012-09-07;8598,932;8598,932;7981,468;8131,471;6916,3193;7766,994;8777,71
2012-09-14;7883,9976;7883,9976;7121,8145;7660,789;6126,512;7230,347;7220,15
2012-09-21;7827,826;7827,826;7363,2725;8194,031;7426,044;8004,4004;6316,18
2012-09-28;7665,208;7665,208;7957,841;8716,285;9593,141;9045,864;6385,21
2012-10-05;8048,6733;8048,6733;7655,509;7783,3438;6959,9385;7568,09;7497,9
2012-10-12;8198,374;8198,374;8259,234;8804,105;9120,613;8883,856;6344,68
2012-10-19;8559,232;8559,232;8151,8096;8661,536;7980,1294;8480,281;7014,68
2012-10-26;9235,92;9235,92;9006,287;9499,986;9175,201;9436,245;8224,51
2012-09-07;55581,766;55581,766;51590,6;52560,195;53899,152;54749,83;76520,08
2012-09-14;38834,766;38834,766;35080,426;37735,293;37077,28;38181,113;31321,66
2012-09-21;22647,318;22647,318;21303,28;23706,816;22245,537;22823,893;11560,09
2012-09-28;18423,367;18423,367;19126,71;20949,637;20351,299;19804,023;9180,03
2012-10-05;18194,785;18194,785;17306,0;17594,982;17106,05;17714,201;9733,9
2012-10-12;17491,906;17491,906;17621,758;18784,285;18414,145;18177,389;8933,26
2012-10-19;16165,813;16165,813;15396,315;16359,035;15586,71;16086,862;9296,73
2012-10-26;14810,716;14810,716;14442,478;15234,173;14749,997;15011,041;8796,57
2012-09-07;6008,134;6008,134;5576,7075;5681,5156;4325,5215;5176,1963;5962,8
2012-09-14;5322,736;5322,736;4808,162;5172,0405;3565,2505;4669,0854;5072,32
2012-09-21;5007,5034;5007,5034;4710,3257;5241,767;4605,721;5184,0776;4299,18
2012-09-28;5219,092;5219,092;5418,34;5934,75;7147,024;6599,748;3789,3
2012-10-05;5621,2207;5621,2207;5346,633;5435,9136;4532,486;5140,637;4495,88
2012-10-12;5300,6675;5300,6675;5340,017;5692,3037;6222,9062;5986,1494;4424,78
2012-10-19;5300,828;5300,828;5048,507;5364,186;4721,725;5221,877;3771,68
2012-10-26;5364,516;5364,516;5231,138;5517,8945;5303,798;5564,8413;4928,94
2012-09-07;8184,8765;8184,8765;7597,145;7739,925;6502,264;7352,939;10015,07
2012-09-14;4945,694;4945,694;4467,5703;4805,6733;3188,2085;4292,0435;2554,55
2012-09-21;3738,3894;3738,3894;3516,529;3913,2808;3336,6074;3914,9639;2510,77
2012-09-28;3343,1577;3343,1577;3470,7886;3801,582;5271,09;4723,814;1872,74
2012-10-05;3372,2915;3372,2915;3207,5605;3261,1218;2283,5566;2891,7083;2434,29
2012-10-12;3197,8965;3197,8965;3221,636;3434,1711;4120,1353;3883,3787;2708,68
2012-10-19;3209,8337;3209,8337;3057,0444;3248,1992;2630,7307;3130,8823;3178,49
2012-10-26;3143,6206;3143,6206;3065,461;3233,5007;3082,9023;3343,946;2798,6
2012-09-07;8812,956;8812,956;8180,124;8333,861;7130,3438;7981,0186;8783,88
2012-09-14;8765,998;8765,998;7918,548;8517,819;7008,5127;8112,3477;7821,78
2012-09-21;8818,861;8818,861;8295,493;9231,43;8417,079;8995,436;8419,18
2012-09-28;9210,481;9210,481;9562,107;10473,451;11138,414;10591,138;6083,24
2012-10-05;9174,508;9174,508;8726,348;8872,064;8085,773;8693,925;8282,16
2012-10-12;8606,097;8606,097;8669,984;9241,953;9528,336;9291,579;9500,87
2012-10-19;9444,171;9444,171;8994,624;9557,052;8865,067;9365,22;7720,81
2012-10-26;9949,87;9949,87;9702,486;10234,35;9889,151;10150,195;8083,79
2012-09-07;13816,566;13816,566;12824,44;13065,462;12133,954;12984,629;17493,98
2012-09-14;10599,121;10599,121;9574,454;10299,043;8841,636;9945,471;8779,1
2012-09-21;9326,3955;9326,3955;8772,907;9762,707;8924,613;9502,97;7535,36
2012-09-28;8730,468;8730,468;9063,769;9927,617;10658,4;10111,124;7171,21
2012-10-05;9242,447;9242,447;8790,969;8937,765;8153,7124;8761,864;9024,16
2012-10-12;8556,955;8556,955;8620,478;9189,181;9479,194;9242,4375;9871,31
2012-10-19;8051,625;8051,625;7668,3647;8147,862;7472,522;7972,674;9009,65
2012-10-26;8874,613;8874,613;8653,964;9128,35;8813,895;9074,938;9307,8
2012-09-07;21487,86;21487,86;19944,88;20319,723;19805,246;20655,922;20893,75
2012-09-14;20700,973;20700,973;18699,713;20114,896;18943,486;20047,322;18391,51
2012-09-21;20964,092;20964,092;19719,947;21944,846;20562,31;21140,666;20273,75
2012-09-28;20174,469;20174,469;20944,664;22940,854;22102,4;21555,125;19726,57
2012-10-05;22420,555;22420,555;21325,348;21681,447;21331,82;21939,97;21278,69
2012-10-12;21860,96;21860,96;22023,246;23476,146;22783,2;22546,443;25398,25
2012-10-19;21849,45;21849,45;20809,406;22110,604;21270,346;21770,498;22960,42
2012-10-26;22486,885;22486,885;21927,793;23129,812;22426,166;22687,21;25005,05
2012-09-07;3077,6357;3077,6357;2856,64;2910,3274;1395,0233;2245,6985;2489,79
2012-09-14;3278,8997;3278,8997;2961,9128;3186,0688;1521,4142;2625,249;3234,82
2012-09-21;3443,0225;3443,0225;3238,6912;3604,0957;3041,2405;3619,597;3619,34
2012-09-28;3459,5735;3459,5735;3591,649;3933,961;5387,506;4840,23;4103,78
2012-10-05;3687,8682;3687,8682;3507,7217;3566,2952;2599,1333;3207,285;3826,27
2012-10-12;3620,334;3620,334;3647,2095;3887,8203;4542,5728;4305,816;4004,91
2012-10-19;3633,7678;3633,7678;3460,7988;3677,2002;3054,6648;3554,8164;3700,84
2012-10-26;3872,1719;3872,1719;3775,8982;3982,882;3811,4536;4072,4973;3644,39
2012-09-07;955,9927;955,9927;887,3457;904,0224;0,0;124,055374;1036,24
2012-09-14;1087,001;1087,001;981,91547;1056,2263;0,0;433,35046;945,08
2012-09-21;977,60626;977,60626;919,58875;1023,3411;575,8242;1154,1807;1067,65
2012-09-28;1090,8593;1090,8593;1132,5046;1240,4413;3018,7915;2471,5156;1073,66
2012-10-05;1464,8293;1464,8293;1393,2748;1416,5403;376,09454;984,2461;1235,89
2012-10-12;1523,5531;1523,5531;1534,8632;1636,1199;2445,792;2209,0352;2407,95
2012-10-19;1672,7258;1672,7258;1593,1035;1692,719;1093,6227;1593,7744;2174,88
2012-10-26;1998,294;1998,294;1948,6104;2055,4277;1937,5756;2198,6194;1560,95
2012-09-07;91101,91;91101,91;84560,16;86149,37;89419,3;90269,97;72916,46
2012-09-14;91303,22;91303,22;82476,51;88718,28;89545,734;90649,57;84533,61
2012-09-21;97345,53;97345,53;91568,42;101899,59;96943,75;97522,11;79170,64
2012-09-28;94002,7;94002,7;97591,42;106892,65;95930,63;95383,36;81150,05
2012-10-05;94029,93;94029,93;89436,71;90930,18;92941,195;93549,34;78208,01
2012-10-12;94178,78;94178,78;94877,914;101137,12;95101,02;94864,266;88187,52
2012-10-19;93819,59;93819,59;89353,75;94940,97;93240,49;93740,64;84021,86
2012-10-26;97627,93;97627,93;95200,61;100419,234;97567,21;97828,26;81545,6
2012-09-07;47361,04;47361,04;43960,184;44786,37;45678,426;46529,1;50647,77
2012-09-14;47319,766;47319,766;42745,145;45980,07;45562,28;46666,113;42611,55
2012-09-21;46354,504;46354,504;43603,523;48523,082;45952,723;46531,08;40506,2
2012-09-28;45558,203;45558,203;47297,47;51805,285;47486,137;46938,86;38441,15
2012-10-05;48825,23;48825,23;46440,195;47215,676;47736,496;48344,65;43745,72
2012-10-12;46547,773;46547,773;46893,316;49986,926;47470,01;47233,254;40119,53
2012-10-19;45969,21;45969,21;43781,06;46518,656;45390,11;45890,258;40276,57
2012-10-26;46916,734;46916,734;45750,242;48258,14;46856,016;47117,06;43258,67
2012-09-07;67858,2;67858,2;62985,508;64169,254;66175,59;67026,266;93119,44
2012-09-14;70490,42;70490,42;63675,785;68494,73;68732,94;69836,77;62161,8
2012-09-21;70516,945;70516,945;66332,01;73815,9;70115,164;70693,52;61809,09
2012-09-28;68638,336;68638,336;71258,72;78050,24;70566,266;70018,99;61265,35
2012-10-05;73089,78;73089,78;69519,46;70680,33;72001,05;72609,195;63499,56
2012-10-12;69561,445;69561,445;70077,83;74700,95;70483,69;70246,93;58915,38
2012-10-19;71105,59;71105,59;67720,94;71955,484;70526,49;71026,64;60407,63
2012-10-26;69524,52;69524,52;67795,94;71512,32;69463,805;69724,85;60254,06
2012-09-07;4103,2593;4103,2593;3808,6162;3880,1953;2420,6467;3271,322;3414,86
2012-09-14;3990,4963;3990,4963;3604,7163;3877,519;2233,011;3336,8457;6172,82
2012-09-21;4075,703;4075,703;3833,8242;4266,3745;3673,921;4252,2773;5133,91
2012-09-28;3874,3457;3874,3457;4022,2554;4405,6084;5802,278;5255,002;3508,03
2012-10-05;3760,9417;3760,9417;3577,2258;3636,9597;2672,2068;3280,3584;5279,7
2012-10-12;3262,7043;3262,7043;3286,9248;3503,7673;4184,9434;3948,1865;4514,42
2012-10-19;3161,3245;3161,3245;3010,8442;3199,11;2582,2214;3082,373;4164,96
2012-10-26;2620,1494;2620,1494;2555,0046;2695,0627;2559,4312;2820,4749;4077,44
2012-09-07;7256,8594;7256,8594;6735,766;6862,3574;5574,247;6424,922;6873,63
2012-09-14;7455,174;7455,174;6734,447;7244,1064;5697,6885;6801,5234;7063,17
2012-09-21;6873,759;6873,759;6465,825;7195,3306;6471,9766;7050,333;6128,31
2012-09-28;7391,3364;7391,3364;7673,5137;8404,859;9319,269;8771,993;6618,47
2012-10-05;7695,442;7695,442;7319,532;7441,757;6606,707;7214,8584;6135,15
2012-10-12;7542,5806;7542,5806;7598,5728;8099,8594;8464,819;8228,0625;6098,59
2012-10-19;7501,0396;7501,0396;7143,9873;7590,696;6921,9365;7422,0884;6406,04
2012-10-26;8001,2837;8001,2837;7802,3477;8230,051;7940,5654;8201,609;6639,76
2012-09-07;4838,9907;4838,9907;4491,517;4575,9307;3156,3782;4007,0535;3749,82
2012-09-14;4715,072;4715,072;4259,2437;4581,5806;2957,5864;4061,4211;4461,83
2012-09-21;4300,2217;4300,2217;4045,0186;4501,397;3898,4397;4476,796;3889,39
2012-09-28;4889,72;4889,72;5076,3936;5560,2144;6817,6523;6270,3765;4221,8
2012-10-05;5237,3477;5237,3477;4981,511;5064,695;4148,613;4756,764;4411,19
2012-10-12;5258,391;5258,391;5297,427;5646,9043;6180,63;5943,873;5008,74
2012-10-19;5214,166;5214,166;4965,9697;5276,4883;4635,063;5135,215;5837,14
2012-10-26;5366,404;5366,404;5232,979;5519,8364;5305,6855;5566,729;6178,72
2012-09-07;26901,172;26901,172;24969,479;25438,754;25218,559;26069,234;28487,16
2012-09-14;26148,283;26148,283;23620,404;25407,982;24390,797;25494,633;23074,93
2012-09-21;25178,31;25178,31;23684,066;26356,213;24776,53;25354,885;22280,85
2012-09-28;24923,92;24923,92;25875,434;28341,566;26851,852;26304,576;23819,38
2012-10-05;27458,234;27458,234;26116,945;26553,055;26369,5;26977,65;24683,15
2012-10-12;27514,508;27514,508;27718,762;29547,402;28436,746;28199,99;22568,79
2012-10-19;28298,455;28298,455;26951,438;28636,691;27719,352;28219,504;23851,83
2012-10-26;27228,53;27228,53;26551,547;28007,027;27167,81;27428,855;25377,12
2012-09-07;11095,3;11095,3;10298,579;10492,13;9412,6875;10263,362;10580,62
2012-09-14;11358,892;11358,892;10260,774;11037,303;9601,406;10705,241;13292,94
2012-09-21;11655,318;11655,318;10963,616;12200,583;11253,536;11831,893;9715,35
2012-09-28;11046,079;11046,079;11467,782;12560,752;12974,012;12426,735;8292,17
2012-10-05;11588,082;11588,082;11022,023;11206,073;10499,348;11107,499;11635,69
2012-10-12;11935,711;11935,711;12024,315;12817,574;12857,95;12621,193;11619,81
2012-10-19;11508,8125;11508,8125;10960,989;11646,371;10929,709;11429,861;13495,92
2012-10-26;10818,414;10818,414;10549,436;11127,726;10757,695;11018,739;13745,64
2012-09-07;20518,848;20518,848;19045,45;19403,389;18836,234;19686,91;22785,37
2012-09-14;21622,912;21622,912;19532,523;21010,734;19865,426;20969,262;18888,95
2012-09-21;21112,438;21112,438;19859,488;22100,129;20710,656;21289,012;20727,92
2012-09-28;24291,314;24291,314;25218,678;27622,217;26219,246;25671,97;25805,48
2012-10-05;25503,338;25503,338;24257,541;24662,604;24414,604;25022,754;24913,66
2012-10-12;23820,365;23820,365;23997,195;25580,318;24742,604;24505,848;25036,82
2012-10-19;25972,543;25972,543;24736,24;26282,979;25393,44;25893,592;32704,6
2012-10-26;26769,55;26769,55;26103,979;27534,926;26708,832;26969,877;33972,05
2012-09-07;1792,3765;1792,3765;1663,6713;1694,9382;109,764015;960,43915;1390,0
2012-09-14;2027,3505;2027,3505;1831,3569;1969,953;269,865;1373,7;1681,0
2012-09-21;2168,755;2168,755;2040,0469;2270,2146;1766,9729;2345,3293;1376,0
2012-09-28;2009,2819;2009,2819;2085,9897;2284,801;3937,214;3389,9382;1427,0
2012-10-05;2065,146;2065,146;1964,267;1997,0671;976,4112;1584,5627;1248,0
2012-10-12;2041,3325;2041,3325;2056,4863;2192,1553;2963,5713;2726,8147;1330,0
2012-10-19;1993,2856;1993,2856;1898,4044;2017,1104;1414,1825;1914,3342;2090,0
2012-10-26;1844,6433;1844,6433;1798,7799;1897,384;1783,9249;2044,9688;1611,0
2012-09-07;1909,8232;1909,8232;1772,6846;1806,0002;227,21078;1077,886;2657,61
2012-09-14;2358,6794;2358,6794;2130,6548;2291,9016;601,194;1705,0289;1760,34
2012-09-21;2433,3416;2433,3416;2288,9314;2547,1794;2031,5596;2609,916;2376,74
2012-09-28;2028,6915;2028,6915;2106,1404;2306,872;3956,6238;3409,348;1797,38
2012-10-05;2162,254;2162,254;2056,6313;2090,9739;1073,5192;1681,6707;1801,48
2012-10-12;2204,8718;2204,8718;2221,2395;2367,7773;3127,1106;2890,354;1820,29
2012-10-19;2191,7349;2191,7349;2087,4075;2217,9316;1612,6317;2112,7834;2503,76
2012-10-26;2109,1257;2109,1257;2056,6865;2169,4285;2048,4075;2309,4512;2040,33
2012-09-07;10690,245;10690,245;9922,61;10109,095;9007,633;9858,308;10658,23
2012-09-14;10303,309;10303,309;9307,239;10011,605;8545,823;9649,658;7357,03
2012-09-21;9815,798;9815,798;9233,265;10275,005;9414,016;9992,372;9152,7
2012-09-28;9746,547;9746,547;10118,639;11083,023;11674,4795;11127,203;8459,48
2012-10-05;9118,162;9118,162;8672,754;8817,576;8029,4272;8637,579;10983,85
2012-10-12;9739,514;9739,514;9811,815;10459,111;10661,753;10424,996;11677,58
2012-10-19;11158,022;11158,022;10626,896;11291,389;10578,919;11079,071;8529,14
2012-10-26;12105,706;12105,706;11804,722;12451,824;12044,987;12306,031;14159,81
2012-09-07;1771,9686;1771,9686;1644,7289;1675,6398;89,35618;940,0313;1444,25
2012-09-14;2065,2776;2065,2776;1865,6174;2006,8064;307,7921;1411,6271;2147,99
2012-09-21;2199,8008;2199,8008;2069,2502;2302,713;1798,0188;2376,3752;2011,73
2012-09-28;2323,0732;2323,0732;2411,7605;2641,6204;4251,0054;3703,7295;1815,36
2012-10-05;2416,1526;2416,1526;2298,1274;2336,5024;1327,4178;1935,5693;1875,38
2012-10-12;1237,6737;1237,6737;1246,8616;1329,1184;2159,9126;1923,1558;1552,42
2012-10-19;1625,2881;1625,2881;1547,9237;1644,7142;1046,1849;1546,3367;1121,92
2012-10-26;1034,3372;1034,3372;1008,6204;1063,9102;973,6188;1234,6626;773,78
2012-09-07;9530,352;9530,352;8846,006;9012,257;7847,7393;8698,414;10440,0
2012-09-14;8589,037;8589,037;7758,6943;8345,868;6831,552;7935,3867;8290,0
2012-09-21;8988,044;8988,044;8454,635;9408,527;8586,262;9164,618;19280,0
2012-09-28;8212,839;8212,839;8526,378;9339,009;10140,771;9593,495;28085,0
2012-10-05;8044,7837;8044,7837;7651,809;7779,582;6956,049;7564,2;18140,0
2012-10-12;7586,9795;7586,9795;7643,3013;8147,539;8509,219;8272,462;19735,0
2012-10-19;8955,521;8955,521;8529,235;9062,5625;8376,418;8876,57;12000,0
2012-10-26;8857,636;8857,636;8637,408;9110,887;8796,917;9057,961;13550,0
2012-09-07;295,3826;295,3826;274,17206;279,32483;0,0;0,0;306,6
2012-09-14;318,44888;318,44888;287,66293;309,43307;0,0;0,0;234,96
2012-09-21;238,52457;238,52457;224,36897;249,68333;0,0;415,09897;207,89
2012-09-28;237,69635;237,69635;246,77081;270,29;2165,6287;1618,3527;281,72
2012-10-05;222,5385;222,5385;211,66785;215,20236;0,0;0,0;165,98
2012-10-12;219,85518;219,85518;221,48726;236,09904;1142,094;905,3373;214,45
2012-10-19;232,73625;232,73625;221,65791;235,51802;0,0;153,78485;217,26
2012-10-26;269,27982;269,27982;262,58472;276,97888;208,56145;469,60522;276,09
2012-09-07;3315,1526;3315,1526;3077,1013;3134,9321;1632,5402;2483,2153;3410,36
2012-09-14;4134,5127;4134,5127;3734,81;4017,4583;2377,0273;3480,862;3827,08
