ds;AutoARIMA;AutoARIMA/BottomUp;AutoARIMA/TopDown_method-forecast_proportions;AutoARIMA/MiddleOut_middle_level-Total/Store_top_down_method-forecast_proportions;AutoARIMA/MinTrace_method-ols;AutoARIMA/MinTrace_method-wls_struct
2012-11-09;5318,359;5318,359;4478,587;4429,1416;101,7461;2346,5989
2012-11-16;4587,16;4587,16;3891,3616;3930,3;-21,60232;1996,0492
2012-11-23;4915,7773;4915,7773;6282,1704;4415,484;7443,4185;5229,9805
2012-11-30;3825,383;3825,383;3951,7935;3624,9868;3529,559;3516,7405
2012-12-07;3780,0325;3780,0325;4348,151;3593,1375;5156,4707;4132,4966
2012-12-14;4184,229;4184,229;5658,9507;4241,6055;8954,745;6125,7925
2012-12-21;3947,5388;3947,5388;7092,5435;4117,3037;14626,934;8214,346
2012-11-02;3205,565;3205,565;2876,9749;2824,0085;-107,01726;1252,464
2012-11-09;3547,8547;3547,8547;2987,6465;2954,6619;-1668,758;576,09467
2012-11-16;3884,2056;3884,2056;3295,034;3328,0054;-724,5569;1293,0946
2012-11-23;2842,0244;2842,0244;3631,9956;2552,7832;5369,6655;3156,2273
2012-11-30;2906,9653;2906,9653;3003,0266;2754,6814;2611,1414;2598,3228
2012-12-07;2621,531;2621,531;3015,533;2491,9153;3997,9695;2973,9949
2012-12-14;2520,1082;2520,1082;3408,3145;2554,665;7290,6245;4461,6714
2012-12-21;2350,699;2350,699;4223,501;2451,7915;13030,094;6617,5063
2012-11-02;12567,831;12567,831;11279,551;11071,89;9255,249;10614,73
2012-11-09;12305,535;12305,535;10362,484;10248,079;7088,9224;9333,775
2012-11-16;13779,807;13779,807;11689,632;11806,603;9171,044;11188,695
2012-11-23;12848,032;12848,032;16419,28;11540,45;15375,674;13162,235
2012-11-30;12326,161;12326,161;12733,481;11680,444;12030,337;12017,519
2012-12-07;9319,796;9319,796;10720,511;8859,0;10696,234;9672,26
2012-12-14;10741,707;10741,707;14527,598;10889,003;15512,224;12683,2705
2012-12-21;10954,281;10954,281;19681,559;11425,373;21633,676;15221,089
2012-11-02;8904,961;8904,961;7992,1475;7845,009;5592,379;6951,86
2012-11-09;9560,598;9560,598;8050,974;7962,089;4343,985;6588,8374
2012-11-16;9752,325;9752,325;8273,054;8355,838;5143,5625;7161,2144
2012-11-23;6505,413;6505,413;8313,663;5843,338;9033,055;6819,616
2012-11-30;6089,0566;6089,0566;6290,2705;5770,0757;5793,2324;5780,414
2012-12-07;5712,781;5712,781;6571,381;5430,325;7089,219;6065,2446
2012-12-14;5963,524;5963,524;8065,3545;6045,299;10734,04;7905,0874
2012-12-21;5833,378;5833,378;10480,83;6084,244;16512,773;10100,186
2012-11-02;22677,447;22677,447;20352,87;19978,164;19364,865;20724,346
2012-11-09;22388,355;22388,355;18853,22;18645,074;17171,742;19416,596
2012-11-16;19068,797;19068,797;16176,367;16338,233;14460,034;16477,686
2012-11-23;12399,238;12399,238;15845,739;11137,331;14926,88;12713,441
2012-11-30;16449,658;16449,658;16993,24;15587,928;16153,834;16141,016
2012-12-07;18334,738;18334,738;21090,35;17428,219;19711,176;18687,203
2012-12-14;18815,443;18815,443;25446,902;19073,45;23585,959;20757,006
2012-12-21;17643,914;17643,914;31700,82;18402,695;28323,309;21910,72
2012-11-02;5484,17;5484,17;4922,009;4831,3926;2171,5876;3531,0688
2012-11-09;5286,339;5286,339;4451,623;4402,4756;69,72608;2314,5789
2012-11-16;7727,017;7727,017;6554,9526;6620,544;3118,2546;5135,9062
2012-11-23;4709,063;4709,063;6017,9976;4229,8076;7236,704;5023,266
2012-11-30;4601,1074;4601,1074;4753,152;4360,074;4305,283;4292,465
2012-12-07;4440,5845;4440,5845;5107,9805;4221,0303;5817,023;4793,0483
2012-12-14;4833,9873;4833,9873;6537,7153;4900,2734;9604,504;6775,551
2012-12-21;4166,7437;4166,7437;7486,3887;4345,9355;14846,139;8433,551
2012-11-02;2119,3894;2119,3894;1902,1389;1867,1198;-1193,1927;166,2884
2012-11-09;2087,9421;2087,9421;1758,2548;1738,8431;-3128,6707;-883,81793
2012-11-16;1411,9448;1411,9448;1197,7754;1209,7609;-3196,8176;-1179,1661
2012-11-23;1923,2289;1923,2289;2457,811;1727,4962;4450,87;2237,432
2012-11-30;1133,4288;1133,4288;1170,8832;1074,0531;837,6048;824,7863
2012-12-07;852,26373;852,26373;980,3544;810,12555;2228,7021;1204,7277
2012-12-14;881,40533;881,40533;1192,0546;893,4916;5651,922;2822,9688
2012-12-21;728,99664;728,99664;1309,7883;760,34735;11408,392;4995,804
2012-11-02;5165,8765;5165,8765;4636,3423;4550,9854;1853,2943;3212,7754
2012-11-09;4164,1606;4164,1606;3506,6372;3467,923;-1052,4521;1192,4006
2012-11-16;4224,6367;4224,6367;3583,8271;3619,6885;-384,12576;1633,5258
2012-11-23;3778,1985;3778,1985;4828,3896;3393,6802;6305,84;4092,4014
2012-11-30;2635,017;2635,017;2722,0918;2496,9795;2339,193;2326,3745
2012-12-07;2947,974;2947,974;3391,0386;2802,2183;4324,4126;3300,438
2012-12-14;2912,9133;2912,9133;3939,563;2952,8567;7683,4297;4854,4766
2012-12-21;3359,3586;3359,3586;6035,76;3503,8286;14038,754;7626,166
2012-11-02;132303,9;132303,9;118741,94;116555,85;128991,32;130350,805
2012-11-09;127315,33;127315,33;107212,164;106028,51;122098,72;124343,57
2012-11-16;146094,64;146094,64;123934,43;125174,57;141485,88;143503,53
2012-11-23;162183,02;162183,02;207263,52;145677,17;164710,66;162497,22
2012-11-30;136353,95;136353,95;140859,8;129210,93;136058,12;136045,31
2012-12-07;132078,12;132078,12;151928,75;125547,83;133454,56;132430,6
2012-12-14;125295,23;125295,23;169455,25;127013,336;130065,74;127236,79
2012-12-21;123669,9;123669,9;222197,7;128988,35;134349,3;127936,7
2012-11-02;58455,355;58455,355;52463,324;51497,45;55142,773;56502,254
2012-11-09;53028,94;53028,94;44655,64;44162,63;47812,33;50057,18
2012-11-16;63520,656;63520,656;53885,594;54424,793;58911,895;60929,547
2012-11-23;62583,77;62583,77;79979,6;56214,438;65111,41;62897,973
2012-11-30;61790,29;61790,29;63832,164;58553,35;61494,465;61481,65
2012-12-07;60082,64;60082,64;69112,734;57111,992;61459,08;60435,105
2012-12-14;52736,816;52736,816;71323,79;53459,97;57507,332;54678,38
2012-12-21;50716,51;50716,51;91122,35;52897,586;61395,906;54983,32
2012-11-02;95466,03;95466,03;85680,18;84102,766;92153,445;93512,93
2012-11-09;106249,93;106249,93;89473,01;88485,195;101033,32;103278,17
2012-11-16;105182,4;105182,4;89227,92;90120,766;100573,63;102591,29
2012-11-23;108016,24;108016,24;138040,52;97023,11;110543,88;108330,445
2012-11-30;89171,54;89171,54;92118,23;84500,21;88875,72;88862,9
2012-12-07;105626,09;105626,09;121501,125;100403,65;107002,53;105978,555
2012-12-14;77960,016;77960,016;105436,84;79029,05;82730,53;79901,58
2012-12-21;91316,95;91316,95;164069,17;95244,06;101996,35;95583,76
2012-11-02;8324,234;8324,234;7470,949;7333,4062;5011,6523;6371,1333
2012-11-09;9754,088;9754,088;8213,912;8123,228;4537,475;6782,3276
2012-11-16;8162,3374;8162,3374;6924,2417;6993,5283;3553,575;5571,2266
2012-11-23;8133,25;8133,25;10393,974;7305,5054;10660,892;8447,453
2012-11-30;8174,6577;8174,6577;8444,791;7746,4214;7878,8335;7866,015
2012-12-07;7967,8564;7967,8564;9165,382;7573,9043;9344,295;8320,32
2012-12-14;7717,0845;7717,0845;10436,953;7822,905;12487,601;9658,647
2012-12-21;7667,947;7667,947;13777,001;7997,7085;18347,342;11934,754
2012-11-02;10603,352;10603,352;9516,442;9341,24;7290,7695;8650,251
2012-11-09;12016,487;12016,487;10119,077;10007,359;6799,8745;9044,728
2012-11-16;9889,971;9889,971;8389,821;8473,772;5281,208;7298,86
2012-11-23;12380,244;12380,244;15821,466;11120,2705;14907,886;12694,447
2012-11-30;8755,449;8755,449;9044,775;8296,787;8459,625;8446,807
2012-12-07;8233,091;8233,091;9470,4795;7826,0244;9609,529;8585,555
2012-12-14;7607,6245;7607,6245;10288,915;7711,944;12378,141;9549,1875
2012-12-21;7016,82;7016,82;12607,12;7318,58;17696,215;11283,627
2012-11-02;10210,466;10210,466;9163,83;8995,12;6897,884;8257,365
2012-11-09;9422,744;9422,744;7934,8877;7847,2837;4206,1313;6450,984
2012-11-16;8512,887;8512,887;7221,618;7293,8804;3904,1243;5921,776
2012-11-23;8965,934;8965,934;11458,111;8053,4443;11493,575;9280,137
2012-11-30;6186,141;6186,141;6390,5635;5862,0747;5890,317;5877,4985
2012-12-07;7843,5864;7843,5864;9022,435;7455,7783;9220,024;8196,051
2012-12-14;6203,399;6203,399;8389,772;6288,463;10973,915;8144,9624
2012-12-21;4955,622;4955,622;8903,766;5168,7397;15635,017;9222,43
2012-11-02;1403,3689;1403,3689;1259,5149;1236,3268;-1909,2133;-549,7321
2012-11-09;2295,9133;2295,9133;1933,3875;1912,0421;-2920,6995;-675,84674
2012-11-16;3119,2927;3119,2927;2646,146;2672,6245;-1489,4697;528,18176
2012-11-23;3833,1262;3833,1262;4898,585;3443,0176;6360,7676;4147,329
2012-11-30;4732,6934;4732,6934;4889,086;4484,767;4436,869;4424,051
2012-12-07;5710,114;5710,114;6568,313;5427,79;7086,5522;6062,5776
2012-12-14;6469,5776;6469,5776;8749,766;6558,2915;11240,094;8411,141
2012-12-21;7402,9146;7402,9146;13300,816;7721,279;18082,309;11669,722
2012-11-02;35090,574;35090,574;31493,572;30913,764;31777,992;33137,473
2012-11-09;37703,2;37703,2;31749,842;31399,312;32486,586;34731,438
2012-11-16;31165,36;31165,36;26438,076;26702,625;26556,598;28574,248
2012-11-23;26749,25;26749,25;34184,49;24026,9;29276,89;27063,453
2012-11-30;28044,32;28044,32;28971,05;26575,193;27748,496;27735,678
2012-12-07;25807,797;25807,797;29686,568;24531,79;27184,234;26160,262
2012-12-14;25398,256;25398,256;34349,812;25746,531;30168,771;27339,818
2012-12-21;23553,363;23553,363;42318,33;24566,281;34232,758;27820,17
2012-11-02;0,0;0,0;0,0;0,0;-3312,5823;-1953,101
2012-11-09;0,0;0,0;0,0;0,0;-5216,613;-2971,76
2012-11-16;0,0;0,0;0,0;0,0;-4608,7627;-2591,1108
2012-11-23;0,0;0,0;0,0;0,0;2527,6414;314,20297
2012-11-30;0,0;0,0;0,0;0,0;-295,82407;-308,64252
2012-12-07;0,0;0,0;0,0;0,0;1376,4385;352,464
2012-12-14;0,0;0,0;0,0;0,0;4770,5166;1941,5634
2012-12-21;0,0;0,0;0,0;0,0;10679,395;4266,807
2012-11-02;3553,8352;3553,8352;3189,5454;3130,8245;241,253;1600,7343
2012-11-09;3312,2034;3312,2034;2789,2046;2758,411;-1904,4094;340,4433
2012-11-16;3198,0906;3198,0906;2712,9915;2740,139;-1410,6719;606,9796
2012-11-23;3380,2458;3380,2458;4319,8213;3036,2283;5907,887;3694,4487
2012-11-30;3824,8503;3824,8503;3951,2432;3624,4822;3529,0264;3516,2078
2012-12-07;4481,8535;4481,8535;5155,4517;4260,2583;5858,292;4834,3174
2012-12-14;4397,2974;4397,2974;5947,1147;4457,5957;9167,813;6338,861
2012-12-21;4306,239;4306,239;7737,0195;4491,4297;14985,634;8573,046
2012-11-02;23841,037;23841,037;21397,186;21003,252;20528,455;21887,936
2012-11-09;26936,8;26936,8;22683,465;22433,031;21720,188;23965,041
2012-11-16;21993,828;21993,828;18657,719;18844,414;17385,066;19402,717
2012-11-23;24295,072;24295,072;31048,148;21822,49;26822,713;24609,275
2012-11-30;23353,84;23353,84;24125,572;22130,428;23058,016;23045,197
2012-12-07;19091,45;19091,45;21960,791;18147,516;20467,887;19443,914
2012-12-14;17554,377;17554,377;23741,377;17795,092;22324,893;19495,94
2012-12-21;17244,174;17244,174;30982,607;17985,764;27923,568;21510,98
2012-11-02;44618,164;44618,164;40044,527;39307,29;41305,582;42665,062
2012-11-09;54687,51;54687,51;46052,324;45543,89;49470,9;51715,75
2012-11-16;40351,176;40351,176;34230,55;34573,074;35742,414;37760,066
2012-11-23;40415,586;40415,586;51649,53;36302,375;42943,227;40729,79
2012-11-30;37190,582;37190,582;38419,55;35242,32;36894,758;36881,94
2012-12-07;28486,412;28486,412;32767,764;27077,967;29862,85;28838,877
2012-12-14;27225,412;27225,412;36820,95;27598,742;31995,928;29166,975
2012-12-21;24627,062;24627,062;44247,445;25686,154;35306,457;28893,87
2012-11-02;2604,835;2604,835;2337,8235;2294,783;-707,74725;651,73395
2012-11-09;2300,884;2300,884;1937,5731;1916,1816;-2915,7288;-670,87604
2012-11-16;2186,3218;2186,3218;1854,6919;1873,2506;-2422,4407;-404,78918
2012-11-23;2028,529;2028,529;2592,3806;1822,0797;4556,1704;2342,732
2012-11-30;1534,7191;1534,7191;1585,4343;1454,3214;1238,895;1226,0767
2012-12-07;1605,478;1605,478;1846,7727;1526,0989;2981,9165;1957,942
2012-12-14;1697,4095;1697,4095;2295,6577;1720,6853;6467,926;3638,973
2012-12-21;1946,2253;1946,2253;3496,7832;2029,9232;12625,62;6213,0327
2012-11-02;1353,635;1353,635;1214,8792;1192,5126;-1958,9471;-599,466
2012-11-09;2162,5518;2162,5518;1821,0836;1800,9781;-3054,061;-809,2083
2012-11-16;3230,06;3230,06;2740,1118;2767,5303;-1378,7024;638,9491
2012-11-23;3648,9768;3648,9768;4663,249;3277,6099;6176,618;3963,1797
2012-11-30;4377,3486;4377,3486;4521,999;4148,037;4081,5247;4068,706
2012-12-07;5518,8154;5518,8154;6348,2637;5245,9507;6895,254;5871,2793
2012-12-14;6303,8457;6303,8457;8525,622;6390,2876;11074,362;8245,409
2012-12-21;7618,6333;7618,6333;13688,398;7946,275;18298,027;11885,44
2012-11-02;2663,1956;2663,1956;2390,2017;2346,197;-649,38666;710,09454
2012-11-09;2689,8503;2689,8503;2265,1216;2240,1138;-2526,7625;-281,90973
2012-11-16;2555,4412;2555,4412;2167,8218;2189,514;-2053,3213;-35,66979
2012-11-23;2791,7764;2791,7764;3567,7805;2507,6492;5319,4175;3105,9792
2012-11-30;2679,9182;2679,9182;2768,4766;2539,5283;2384,0942;2371,2756
2012-12-07;3045,2468;3045,2468;3502,931;2894,6814;4421,685;3397,7107
2012-12-14;2867,6394;2867,6394;3878,3323;2906,962;7638,156;4809,2026
2012-12-21;2422,348;2422,348;4352,2324;2526,5217;13101,743;6689,1553
2012-11-02;12,597603;12,597603;11,306272;11,098118;-3299,9846;-1940,5034
2012-11-09;17,346045;17,346045;14,607095;14,4458275;-5199,2666;-2954,414
2012-11-16;26,02493;26,02493;22,077366;22,298279;-4582,7373;-2565,086
2012-11-23;10,220588;10,220588;13,06151;9,1804085;2537,8618;324,42355
2012-11-30;13,525831;13,525831;13,9727955;12,817269;-282,29822;-295,11667
2012-12-07;8,931192;8,931192;10,273502;8,48961;1385,3696;361,39517
2012-12-14;11,149597;11,149597;15,079247;11,302486;4781,666;1952,713
2012-12-21;11,455457;11,455457;20,58202;11,948102;10690,851;4278,2627
2012-11-02;18121,215;18121,215;16263,678;15964,257;14808,633;16168,114
2012-11-09;16922,512;16922,512;14250,438;14093,107;11705,899;13950,752
2012-11-16;19326,668;19326,668;16395,123;16559,18;14717,905;16735,557
2012-11-23;16321,105;16321,105;20857,732;14660,059;18848,746;16635,309
2012-11-30;15408,619;15408,619;15917,8;14601,426;15112,795;15099,977
2012-12-07;10989,559;10989,559;12641,2295;10446,205;12365,997;11342,022
2012-12-14;11233,411;11233,411;15192,602;11387,449;16003,928;13174,975
2012-12-21;10218,439;10218,439;18359,469;10657,886;20897,834;14485,247
2012-11-02;1040,639;1040,639;933,96716;916,7724;-2271,943;-912,462
2012-11-09;1315,4038;1315,4038;1107,7008;1095,4714;-3901,209;-1656,3562
2012-11-16;1318,442;1318,442;1118,4554;1129,6472;-3290,3206;-1272,669
2012-11-23;1365,178;1365,178;1744,6439;1226,2397;3892,8193;1679,381
2012-11-30;1546,4833;1546,4833;1597,5872;1465,4694;1250,6592;1237,8408
2012-12-07;1946,8383;1946,8383;2239,4375;1850,5813;3323,2766;2299,3022
2012-12-14;2151,8215;2151,8215;2910,226;2181,3284;6922,338;4093,385
2012-12-21;1324,4508;1324,4508;2379,6409;1381,4092;12003,846;5591,2583
2012-11-02;5258,254;5258,254;4719,2505;4632,367;1945,6718;3305,1528
2012-11-09;5553,688;5553,688;4676,758;4625,1245;337,0752;2581,928
2012-11-16;5198,6074;5198,6074;4410,062;4454,191;589,845;2607,4966
2012-11-23;5748,0273;5748,0273;7345,7534;5163,0337;8275,669;6062,2305
2012-11-30;2973,432;2973,432;3071,6895;2817,666;2677,608;2664,7893
2012-12-07;3862,5134;3862,5134;4443,0283;3671,5403;5238,9517;4214,9775
2012-12-14;3509,5671;3509,5671;4746,506;3557,692;8280,084;5451,1304
2012-12-21;3695,9478;3695,9478;6640,5093;3854,893;14375,343;7962,755
2012-11-02;509,20856;509,20856;457,01157;448,59775;-2803,3735;-1443,8925
2012-11-09;496,53943;496,53943;418,1356;413,51923;-4720,073;-2475,2207
2012-11-16;415,68668;415,68668;352,6337;356,16226;-4193,0757;-2175,4243
2012-11-23;370,6583;370,6583;473,68677;332,9353;2898,2996;684,86127
2012-11-30;263,02237;263,02237;271,714;249,24371;-32,801693;-45,62014
2012-12-07;255,84265;255,84265;294,2944;243,19312;1632,2811;608,30664
2012-12-14;274,2771;274,2771;370,94543;278,03812;5044,7935;2215,8406
2012-12-21;252,84312;252,84312;454,28326;263,7167;10932,238;4519,6504
2012-11-02;8037,7725;8037,7725;7213,851;7081,0415;4725,1904;6084,6714
2012-11-09;8909,971;8909,971;7503,0815;7420,2446;3693,358;5938,2104
2012-11-16;7262,942;7262,942;6161,27;6222,9224;2654,1794;4671,831
2012-11-23;6931,681;6931,681;8858,416;6226,223;9459,322;7245,8843
2012-11-30;7123,2383;7123,2383;7358,627;6750,081;6827,414;6814,5957
2012-12-07;5769,4556;5769,4556;6636,5737;5484,1978;7145,894;6121,9194
2012-12-14;6592,9434;6592,9434;8916,611;6683,349;11363,46;8534,507
2012-12-21;4850,9126;4850,9126;8715,635;5059,5273;15530,308;9117,72
2012-11-02;407,51544;407,51544;365,74258;359,00912;-2905,0667;-1545,5856
2012-11-09;552,79407;552,79407;465,50754;460,3682;-4663,819;-2418,966
2012-11-16;505,97504;505,97504;429,22675;433,52176;-4102,7876;-2085,136
2012-11-23;314,48645;314,48645;401,90134;282,48026;2842,1277;628,6894
2012-11-30;362,7193;362,7193;374,70544;343,71793;66,89524;54,07679
2012-12-07;290,59958;290,59958;334,27512;276,23154;1667,0381;643,06354
2012-12-14;310,48712;310,48712;419,9176;314,7447;5081,0034;2252,0505
2012-12-21;361,0182;361,0182;648,64136;376,54385;11040,413;4627,8257
2012-11-02;18834,918;18834,918;16904,223;16593,008;15522,336;16881,816
2012-11-09;16953,012;16953,012;14276,121;14118,509;11736,399;13981,252
2012-11-16;14130,59;14130,59;11987,206;12107,155;9521,827;11539,479
2012-11-23;13202,94;13202,94;16872,84;11859,238;15730,582;13517,144
2012-11-30;12227,416;12227,416;12631,474;11586,872;11931,592;11918,773
2012-12-07;11894,435;11894,435;13682,104;11306,342;13270,873;12246,898
2012-12-14;11625,263;11625,263;15722,561;11784,675;16395,78;13566,826
2012-12-21;10007,293;10007,293;17980,104;10437,659;20686,688;14274,101
2012-11-02;64742,94;64742,94;58106,39;57036,63;61430,36;62789,84
2012-11-09;63551,14;63551,14;53516,38;52925,54;58334,527;60579,38
2012-11-16;61807,78;61807,78;52432,53;52957,195;57199,02;59216,67
2012-11-23;62476,645;62476,645;79842,7;56118,21;65004,285;62790,848
2012-11-30;54272,71;54272,71;56066,164;51429,59;53976,887;53964,07
2012-12-07;49233,887;49233,887;56633,477;46799,63;50610,324;49586,35
2012-12-14;29066,463;29066,463;39310,87;29465,037;33836,98;31008,025
2012-12-21;42731,82;42731,82;76776,26;44569,51;53411,215;46998,63
2012-11-02;7392,252;7392,252;6634,501;6512,3564;4079,6697;5439,151
2012-11-09;5992,7563;5992,7563;5046,4966;4990,7817;776,14355;3020,9963
2012-11-16;6427,4014;6427,4014;5452,468;5507,0273;1818,6389;3836,2905
2012-11-23;5709,846;5709,846;7296,959;5128,7383;8237,487;6024,0493
2012-11-30;4982,3696;4982,3696;5147,013;4721,364;4686,5454;4673,727
2012-12-07;5860,877;5860,877;6741,735;5571,0996;7237,3154;6213,341
2012-12-14;5671,2285;5671,2285;7670,04;5748,995;10441,745;7612,792
2012-12-21;5681,8154;5681,8154;10208,518;5926,163;16361,21;9948,623
2012-11-02;94596,67;94596,67;84899,93;83336,89;91284,086;92643,57
2012-11-09;106090,46;106090,46;89338,72;88352,39;100873,85;103118,7
2012-11-16;99323,78;99323,78;84257,96;85101,08;94715,016;96732,67
2012-11-23;108347,77;108347,77;138464,2;97320,9;110875,414;108661,98
2012-11-30;101437,46;101437,46;104789,48;96123,57;101141,64;101128,82
2012-12-07;104102,55;104102,55;119748,59;98955,44;105478,984;104455,01
2012-12-14;92565,55;92565,55;125190,06;93834,85;97336,06;94507,11
2012-12-21;93002,61;93002,61;167097,78;97002,21;103682,01;97269,414
2012-11-02;21678,574;21678,574;19456,387;19098,188;18365,992;19725,473
2012-11-09;21534,463;21534,463;18134,158;17933,951;16317,851;18562,703
2012-11-16;20992,773;20992,773;17808,506;17986,705;16384,012;18401,662
2012-11-23;21828,35;21828,35;27895,773;19606,812;24355,99;22142,553
2012-11-30;19476,27;19476,27;20119,865;18455,988;19180,445;19167,627
2012-12-07;21660,1;21660,1;24915,494;20589,166;23036,537;22012,564
2012-12-14;21740,48;21740,48;29402,863;22038,596;26510,996;23682,043
2012-12-21;22562,22;22562,22;40537,543;23532,516;33241,617;26829,027
2012-11-02;2705,5747;2705,5747;2428,2368;2383,532;-607,0075;752,4737
2012-11-09;4510,772;4510,772;3798,5186;3756,5815;-705,8408;1539,012
2012-11-16;5636,5093;5636,5093;4781,541;4829,387;1027,7468;3045,3984
2012-11-23;6794,3037;6794,3037;8682,854;6102,8276;9321,945;7108,507
2012-11-30;8332,573;8332,573;8607,925;7896,064;8036,749;8023,9307
2012-12-07;10394,38;10394,38;11956,599;9880,454;11770,818;10746,844
2012-12-14;11962,91;11962,91;16179,211;12126,952;16733,426;13904,474
2012-12-21;14043,817;14043,817;25232,527;14647,775;24723,213;18310,625
2012-11-02;2252,591;2252,591;2021,6865;1984,4664;-1059,9911;299,49005
2012-11-09;4327,6045;4327,6045;3644,2732;3604,0393;-889,0083;1355,8445
2012-11-16;5716,105;5716,105;4849,0635;4897,5854;1107,3425;3124,9941
2012-11-23;6800,68;6800,68;8691,002;6108,555;9328,321;7114,8833
2012-11-30;8557,706;8557,706;8840,498;8109,403;8261,882;8249,063
2012-12-07;10614,402;10614,402;12209,689;10089,598;11990,841;10966,866
2012-12-14;12245,219;12245,219;16561,02;12413,132;17015,734;14186,782
2012-12-21;14012,464;14012,464;25176,193;14615,073;24691,86;18279,271
2012-11-02;42366,97;42366,97;38024,094;37324,055;39054,387;40413,867
2012-11-09;44695,03;44695,03;37637,66;37222,13;39478,418;41723,27
2012-11-16;44029,13;44029,13;37350,617;37724,36;39420,367;41438,02
2012-11-23;42227,645;42227,645;53965,27;37930,01;44755,285;42541,848
2012-11-30;36596,742;36596,742;37806,09;34679,59;36300,918;36288,1
2012-12-07;34254,203;34254,203;39402,426;32560,584;35630,64;34606,668
2012-12-14;33852,426;33852,426;45783,637;34316,63;38622,94;35793,99
2012-12-21;32663,578;32663,578;58686,652;34068,285;43342,973;36930,387
2012-11-02;94124,53;94124,53;84476,19;82920,945;90811,945;92171,43
2012-11-09;100360,27;100360,27;84513,33;83580,27;95143,664;97388,516
2012-11-16;101668,33;101668,33;86246,875;87109,9;97059,56;99077,22
2012-11-23;94677,84;94677,84;120994,56;85042,2;97205,484;94992,05
2012-11-30;114545,38;114545,38;118330,555;108544,82;114249,56;114236,74
2012-12-07;103776,63;103776,63;119373,7;98645,64;105153,07;104129,09
2012-12-14;90132,42;90132,42;121899,38;91368,37;94902,94;92073,984
2012-12-21;78387,48;78387,48;140838,78;81758,55;89066,875;82654,28
2012-11-02;40777,62;40777,62;36597,664;35923,883;37465,04;38824,52
2012-11-09;56742,58;56742,58;47782,89;47255,355;51525,965;53770,816
2012-11-16;49694,74;49694,74;42156,844;42578,684;45085,977;47103,63
2012-11-23;49571,78;49571,78;63350,79;44526,715;52099,42;49885,984
2012-11-30;49665,44;49665,44;51306,645;47063,676;49369,617;49356,8
2012-12-07;53179,203;53179,203;61171,75;50549,88;54555,64;53531,668
2012-12-14;43107,965;43107,965;58301,27;43699,086;47878,48;45049,527
2012-12-21;39565,242;39565,242;71086,875;41266,758;50244,637;43832,05
2012-11-02;40000,324;40000,324;35900,043;35239,11;36687,742;38047,223
2012-11-09;42239,523;42239,523;35569,88;35177,176;37022,91;39267,76
2012-11-16;35925,984;35925,984;30476,588;30781,549;31317,223;33334,875
2012-11-23;57671,344;57671,344;73701,71;51801,96;60198,984;57985,547
2012-11-30;28880,18;28880,18;29834,531;27367,268;28584,355;28571,537
2012-12-07;36305,453;36305,453;41761,97;34510,41;37681,89;36657,918
2012-12-14;37259,934;37259,934;50392,113;37770,863;42030,45;39201,496
2012-12-21;33859,418;33859,418;60835,215;35315,55;44538,812;38126,227
2012-11-02;31393,908;31393,908;28175,84;27657,11;28081,326;29440,807
2012-11-09;43392,1;43392,1;36540,465;36137,047;38175,49;40420,34
2012-11-16;34644,69;34644,69;29389,648;29683,73;30035,93;32053,58
2012-11-23;25629,572;25629,572;32753,586;23021,176;28157,213;25943,775
2012-11-30;27048,115;27048,115;27941,926;25631,176;26752,291;26739,473
2012-12-07;27521,508;27521,508;31657,842;26160,77;28897,945;27873,973
2012-12-14;24409,07;24409,07;33011,992;24743,781;29179,586;26350,633
2012-12-21;22631,02;22631,02;40661,152;23604,273;33310,414;26897,826
2012-11-02;5931,1816;5931,1816;5323,1987;5225,197;2618,5994;3978,0806
2012-11-09;6193,261;6193,261;5215,342;5157,7627;976,64844;3221,5012
2012-11-16;3819,675;3819,675;3240,2915;3272,7153;-789,0874;1228,5641
2012-11-23;2206,902;2206,902;2820,3342;1982,2992;4734,5435;2521,105
2012-11-30;3782,8857;3782,8857;3907,892;3584,716;3487,0618;3474,2432
2012-12-07;4666,3247;4666,3247;5367,648;4435,609;6042,763;5018,7886
2012-12-14;4754,2124;4754,2124;6429,8237;4819,405;9524,729;6695,776
2012-12-21;3745,1543;3745,1543;6728,919;3906,2156;14424,549;8011,9614
2012-11-02;4407,2637;4407,2637;3955,4922;3882,67;1094,6815;2454,1626
2012-11-09;4754,998;4754,998;4004,1812;3959,9739;-461,61475;1783,238
2012-11-16;4979,619;4979,619;4224,2905;4266,5605;370,85666;2388,5083
2012-11-23;3851,689;3851,689;4922,307;3459,6912;6379,33;4165,892
2012-11-30;3988,0044;3988,0044;4119,789;3779,0894;3692,1804;3679,3618
2012-12-07;2963,9456;2963,9456;3409,4104;2817,4001;4340,384;3316,4094
2012-12-14;2747,3306;2747,3306;3715,6208;2785,0034;7517,847;4688,894
2012-12-21;2675,2012;2675,2012;4806,534;2790,2488;13354,596;6942,0083
2012-11-02;53927,42;53927,42;48399,53;47508,473;50614,84;51974,32
2012-11-09;60183,5;60183,5;50680,492;50120,96;54966,887;57211,74
2012-11-16;52783,816;52783,816;44777,36;45225,418;48175,055;50192,707
2012-11-23;54124,344;54124,344;69168,79;48615,95;56651,984;54438,547
2012-11-30;42435,016;42435,016;43837,29;40212,02;42139,19;42126,375
2012-12-07;42725,145;42725,145;49146,504;40612,7;44101,582;43077,61
2012-12-14;46045,01;46045,01;62273,47;46676,406;50815,527;47986,574
