Date;key_Store_Dept;Predictions;p_20;p_80;Weekly_Sales;metric_Acc
2012-10-26;17_9;25254,68;22041,611;27937,186;19130,37;0,6798645257949829
2012-09-07;17_90;36551,99;34372,242;39935,074;48976,98;0,7463095188140869
2012-09-14;17_90;35641,055;32305,133;40680,047;41703,57;0,8546283841133118
2012-09-21;17_90;33642,91;29663,896;37409,24;39065,22;0,8611985445022583
2012-09-28;17_90;33187,52;29310,395;37074,004;40604,41;0,8173378109931946
2012-10-05;17_90;35381,227;31669,59;39184,688;40946,27;0,8640891313552856
2012-10-12;17_90;33884,684;29745,275;38919,86;41151,13;0,823420524597168
2012-10-19;17_90;34062,754;29447,09;38850,51;41380,6;0,823157548904419
2012-10-26;17_90;34050,17;28870,004;39158,223;41870,6;0,8132238388061523
2012-09-07;17_91;13552,76;12031,58;14468,702;16002,72;0,8469035625457764
2012-09-14;17_91;13955,157;11969,928;15355,496;15749,96;0,8860439658164978
2012-09-21;17_91;13133,34;11536,195;15192,535;14998,91;0,8756195902824402
2012-09-28;17_91;12621,107;11174,24;14319,95;15170,51;0,8319501280784607
2012-10-05;17_91;14089,435;11865,162;15386,759;15027,24;0,9375929832458496
2012-10-12;17_91;12840,21;11366,745;15343,985;14579,26;0,8807175755500793
2012-10-19;17_91;12662,044;10618,558;15004,312;15338,73;0,8254948854446411
2012-10-26;17_91;12675,381;10708,077;14912,416;14318,51;0,8852444291114807
2012-09-07;17_92;71361,57;65577,37;77565,734;105950,68;0,6735357046127319
2012-09-14;17_92;65179,23;59131,523;70512,664;80644,66;0,8082275390625
2012-09-21;17_92;57644,316;51662,367;62993,06;67758,99;0,8507257103919983
2012-09-28;17_92;58030,926;52673,83;62932,8;70561,74;0,822413444519043
2012-10-05;17_92;60732,3;54831,227;65488,53;73847,44;0,82240229845047
2012-10-12;17_92;59567,94;52504,297;62840,934;66676,88;0,89338219165802
2012-10-19;17_92;57388,145;52049,016;61326,08;66170,6;0,8672755360603333
2012-10-26;17_92;57198,04;51269,434;63464,87;68052,93;0,8404934406280518
2012-09-07;17_93;4536,4077;3831,1497;5242,3403;6699,53;0,6771233081817627
2012-09-14;17_93;4048,5781;3259,6895;4941,4253;4762,89;0,8500255346298218
2012-09-21;17_93;3762,6394;3022,1187;4456,698;4891,42;0,7692325115203857
2012-09-28;17_93;3516,2;2912,4421;4235,871;4368,41;0,8049152493476868
2012-10-05;17_93;3740,261;3220,4292;4432,675;4929,18;0,7587997913360596
2012-10-12;17_93;3676,752;2860,3213;4213,249;4421,54;0,8315545916557312
2012-10-19;17_93;3327,355;2446,408;4178,517;4405,97;0,7551923394203186
2012-10-26;17_93;3533,1729;2817,4565;4362,1045;4262,39;0,8289182186126709
2012-09-07;17_94;0,0;0,0;1,8459492;0,0;
2012-09-14;17_94;2,8732843;0,0;5,482268;0,0;-inf
2012-09-21;17_94;1,72528;0,0;9,022115;0,0;-inf
2012-09-28;17_94;3,3411572;0,5941057;6,597599;857,78;0,0038951635360717773
2012-10-05;17_94;4,682579;0,0;10,206895;1163,16;0,004025757312774658
2012-10-12;17_94;2,7136621;0,0;11,052663;1110,97;0,002442598342895508
2012-10-19;17_94;3,0043252;0,0;8,487913;2343,78;0,0012818574905395508
2012-10-26;17_94;4,0421743;1,9761641;6,6856675;3227,4;0,0012524724006652832
2012-09-07;17_95;56207,1;52920,633;60109,33;64839,21;0,8668689727783203
2012-09-14;17_95;54470,64;50700,5;58206,34;60561,99;0,8994196057319641
2012-09-21;17_95;53480,305;48672,72;57102,367;58451,47;0,914952278137207
2012-09-28;17_95;50914,875;47322,96;54218,85;60960,16;0,8352155685424805
2012-10-05;17_95;54732,96;50635,953;57664,09;59819,71;0,9149653315544128
2012-10-12;17_95;54031,7;48551,957;58144,67;53982,64;0,9990912079811096
2012-10-19;17_95;51495,023;45237,918;56633,875;54216,34;0,9498063325881958
2012-10-26;17_95;49187,395;44650,137;54113,9;51697,72;0,9514422416687012
2012-09-07;17_96;1181,6125;1027,7732;1326,1322;843,24;0,598723292350769
2012-09-14;17_96;1023,32556;760,4355;1271,4753;812,98;0,7412660121917725
2012-09-21;17_96;987,6075;747,6249;1220,916;896,11;0,8978947997093201
2012-09-28;17_96;987,17017;697,27734;1176,3698;846,63;0,8340004682540894
2012-10-05;17_96;1055,7848;733,2809;1326,0953;912,9;0,8434825539588928
2012-10-12;17_96;933,55225;644,421;1193,5717;956,64;0,9758657813072205
2012-10-19;17_96;921,75995;588,4873;1226,8344;835,33;0,8965319991111755
2012-10-26;17_96;920,0886;563,32947;1189,6395;704,63;0,69422447681427
2012-09-07;17_97;9906,323;8983,126;10801,189;12131,71;0,8165644407272339
2012-09-14;17_97;9376,586;8562,891;10167,958;10689,49;0,8771780133247375
2012-09-21;17_97;8882,119;7875,868;10137,871;8956,76;0,9916665554046631
2012-09-28;17_97;8744,341;7320,4937;10000,758;9511,85;0,9193102717399597
2012-10-05;17_97;9184,368;7777,9805;10356,351;10400,61;0,8830605149269104
2012-10-12;17_97;8083,369;7138,058;9821,524;9595,86;0,8423808813095093
2012-10-19;17_97;8215,192;6694,0884;9777,823;8754,66;0,9383793473243713
2012-10-26;17_97;8037,3677;6372,61;9389,363;8404,32;0,9563376307487488
2012-09-07;17_98;102,04756;70,57436;131,05608;110,42;0,9241764545440674
2012-09-14;17_98;95,52573;52,160378;122,912445;40,8;-0,341316819190979
2012-09-21;17_98;104,10538;64,1174;134,05719;134,88;0,7718369960784912
2012-09-28;17_98;120,677376;77,05179;155,08218;227,46;0,5305432677268982
2012-10-05;17_98;148,74242;96,84961;207,64879;630,01;0,2360953688621521
2012-10-12;17_98;143,06783;76,559;226,96335;459,58;0,3113012909889221
2012-10-19;17_98;153,01488;81,17861;260,95114;710,28;0,21542894840240479
2012-10-26;17_98;110,50508;48,82238;176,02882;597,91;0,18481892347335815
2012-09-07;17_99;15,583783;0,0;111,88818;0,0;-inf
2012-09-14;17_99;0,0;0,0;122,932396;0,0;
2012-09-21;17_99;10,400565;0,0;124,28451;0,0;-inf
2012-09-28;17_99;0,0;0,0;109,82968;0,0;
2012-10-05;17_99;11,494818;0,0;161,99287;2,29;-3,019571304321289
2012-10-12;17_99;26,813227;0,0;181,2805;0,0;-inf
2012-10-19;17_99;38,798084;0,0;188,93788;0,0;-inf
2012-10-26;17_99;60,470367;0,0;244,73427;0,0;-inf
2012-09-07;18_1;13645,84;12320,746;15574,227;15449,65;0,8832458853721619
2012-09-14;18_1;14412,09;12518,533;16441,941;15021,81;0,9594110250473022
2012-09-21;18_1;16093,697;14055,63;18622,592;15169,06;0,9390444755554199
2012-09-28;18_1;16868,176;14213,162;18974,549;15029,97;0,8776972889900208
2012-10-05;18_1;17971,176;14798,565;21068,62;17321,17;0,9624733328819275
2012-10-12;18_1;20061,818;16941,959;23049,814;20269,4;0,9897588491439819
2012-10-19;18_1;21431,047;15791,082;27408,182;22547,67;0,9504772424697876
2012-10-26;18_1;23186,262;17125,5;30563,986;35198,5;0,6587287187576294
2012-09-07;18_10;15495,642;14256,04;17241,41;17060,89;0,9082551598548889
2012-09-14;18_10;15313,902;12469,092;16724,744;15254,79;0,9961249828338623
2012-09-21;18_10;14199,7;11854,491;15913,171;14935,2;0,950753927230835
2012-09-28;18_10;14060,353;12269,291;16206,212;14577,07;0,9645527005195618
2012-10-05;18_10;15304,21;12840,938;17566,283;18099,99;0,8455369472503662
2012-10-12;18_10;15430,216;13144,396;18240,08;15865,74;0,9725493788719177
2012-10-19;18_10;15326,762;12786,567;18289,832;16339,29;0,9380310773849487
2012-10-26;18_10;15245,714;13324,615;19101,06;15671,66;0,9728205800056458
2012-09-07;18_11;16264,447;15085,299;17465,816;15270,44;0,9349064826965332
2012-09-14;18_11;14320,715;12230,262;15879,7;11891,94;0,7957630157470703
2012-09-21;18_11;14590,586;12777,405;16119,1875;12132,93;0,7974391579627991
2012-09-28;18_11;15073,893;13567,435;16287,141;12376,82;0,7820868492126465
2012-10-05;18_11;17084,594;14830,748;18682,2;16017,82;0,9334008693695068
2012-10-12;18_11;18115,895;15391,936;19494,299;19168,48;0,9450876712799072
2012-10-19;18_11;17988,453;16044,471;20688,219;18534,13;0,970558226108551
2012-10-26;18_11;19696,482;16733,832;22097,89;16922,99;0,8361109495162964
2012-09-07;18_12;3959,044;3287,0308;4396,2163;4202,38;0,9420956969261169
2012-09-14;18_12;3845,8955;3242,4219;4434,2896;3363,07;0,8564331531524658
2012-09-21;18_12;3496,5037;2779,877;4052,1284;3679,97;0,9501446485519409
2012-09-28;18_12;3367,3044;2747,359;4134,694;4115,74;0,8181527853012085
2012-10-05;18_12;3614,855;2821,834;4387,9346;3446,07;0,9510210752487183
2012-10-12;18_12;3906,6116;2911,866;4743,108;3448,14;0,8670379519462585
2012-10-19;18_12;3763,4968;3047,1096;4522,4165;3475,38;0,9170976877212524
2012-10-26;18_12;3252,12;2573,6294;3979,5942;3855,48;0,8435059189796448
2012-09-07;18_13;45842,266;42175,746;49470,758;47790,07;0,9592424631118774
2012-09-14;18_13;44439,45;40289,555;48413,63;42245,03;0,9480550289154053
2012-09-21;18_13;41331,65;37172,68;45802,95;40847,69;0,9881521463394165
2012-09-28;18_13;41603,453;37405,05;46116,18;39852,32;0,956059455871582
2012-10-05;18_13;44544,145;40036,457;48604,324;45931,11;0,9698033928871155
2012-10-12;18_13;42894,887;38130,582;46923,32;42970,6;0,9982379674911499
2012-10-19;18_13;42391,555;36392,9;47512,785;42086,68;0,9927560091018677
2012-10-26;18_13;41508,6;35627,582;45746,496;43219,77;0,9604077339172363
2012-09-07;18_14;20472,445;18473,441;22767,389;20153,2;0,9841590523719788
2012-09-14;18_14;19263,68;16962,588;21333,082;17331,88;0,8885407447814941
2012-09-21;18_14;17970,188;15524,613;20223,596;17850,29;0,9932830929756165
2012-09-28;18_14;16875,08;14091,192;19889,137;20197,46;0,8355050086975098
2012-10-05;18_14;18816,248;16238,931;21057,729;19286,51;0,9756170511245728
2012-10-12;18_14;18285,012;15297,987;19906,95;20329,89;0,899415135383606
2012-10-19;18_14;17416,246;14640,398;19851,516;24436,39;0,7127176523208618
2012-10-26;18_14;17429,55;14410,822;19816,59;18941,94;0,9201565980911255
2012-09-07;18_16;12233,634;11323,047;13169,263;12926,14;0,9464259147644043
2012-09-14;18_16;11702,731;10599,19;12653,955;8631,13;0,64412522315979
2012-09-21;18_16;10234,098;9081,079;11006,267;8539,09;0,8015002012252808
2012-09-28;18_16;9135,381;7819,7104;10108,457;7968,81;0,8536078929901123
2012-10-05;18_16;9792,966;8236,806;10716,839;6843,33;0,5689765214920044
2012-10-12;18_16;9786,215;8292,971;10797,332;6410,38;0,473379909992218
2012-10-19;18_16;9389,062;7823,214;10662,122;4795,13;0,04195886850357056
2012-10-26;18_16;9156,153;7550,681;10622,125;5060,51;0,1906658411026001
2012-09-07;18_17;12871,959;11026,777;14713,679;15206,51;0,8464769124984741
2012-09-14;18_17;11840,576;10445,4795;13688,392;12057,42;0,9820157289505005
2012-09-21;18_17;11511,02;9947,98;13171,113;12889,14;0,8930789828300476
2012-09-28;18_17;10534,822;9372,983;11999,721;12697,18;0,829697847366333
2012-10-05;18_17;11142,171;9992,875;12537,838;15008,43;0,742394208908081
2012-10-12;18_17;11440,376;9803,125;12729,452;15864,98;0,7211087346076965
2012-10-19;18_17;11702,777;9853,693;13723,777;14452,97;0,8097143769264221
2012-10-26;18_17;12314,235;10242,206;14136,517;17741,17;0,6941050291061401
2012-09-07;18_18;0,3534396;0,0;6,6215625;46,02;0,007680118083953857
2012-09-14;18_18;1,9742428;0,0;23,875614;483,72;0,004081368446350098
2012-09-21;18_18;7,572911;0,0;37,7811;3343,12;0,0022652745246887207
2012-09-28;18_18;20,72047;0,0;44,728363;5796,25;0,003574848175048828
2012-10-05;18_18;14,105081;0,0;44,479343;9094,94;0,001550912857055664
2012-10-12;18_18;10,791472;0,0;35,69998;13695,13;0,0007879734039306641
2012-10-19;18_18;6,5333247;0,0;26,53393;16240,01;0,00040227174758911133
2012-10-26;18_18;14,371637;0,0;31,491701;23402,78;0,0006140470504760742
2012-09-07;18_19;2000,2651;1641,2352;2342,1921;2024,38;0,9880877733230591
2012-09-14;18_19;2212,382;1782,3254;2574,4382;2173,8;0,9822513461112976
2012-09-21;18_19;2346,8315;1816,6812;2842,273;1933,33;0,7861194610595703
2012-09-28;18_19;2492,2175;1855,5986;3065,3958;2213,31;0,8739862442016602
2012-10-05;18_19;2265,5554;1797,4077;3061,0574;2762,08;0,8202352523803711
2012-10-12;18_19;2272,0342;1813,6718;3253,591;2125,62;0,9311193823814392
2012-10-19;18_19;2377,0693;1547,5659;3148,3796;2518,99;0,9436597228050232
2012-10-26;18_19;2304,7766;1739,411;2869,6992;2435,45;0,946345329284668
2012-09-07;18_2;65483,67;61660,3;69648,97;66589,11;0,9833991527557373
2012-09-14;18_2;60793,137;55241,984;65242,87;56957,87;0,9326648712158203
2012-09-21;18_2;59099,66;54004,656;64654,65;54189,52;0,9093894958496094
2012-09-28;18_2;58460,33;53303,684;61913,32;58688,02;0,9961203336715698
2012-10-05;18_2;61457,227;54792,176;67203,12;61203,16;0,9958487749099731
2012-10-12;18_2;59012,703;54595,203;63059,69;57496,03;0,9736212491989136
2012-10-19;18_2;57361,074;50710,887;63165,996;57929,7;0,9901842474937439
2012-10-26;18_2;55665,164;48665,63;63163,066;61082,86;0,9113057851791382
2012-09-07;18_20;8154,98;7303,9766;9024,018;7839,51;0,9597589373588562
2012-09-14;18_20;7616,37;6403,192;8714,376;6633,75;0,8518756031990051
2012-09-21;18_20;7069,0566;6073,6055;8100,9033;7201,76;0,9815735220909119
2012-09-28;18_20;6456,513;5543,799;7600,4097;6581,44;0,9810183048248291
2012-10-05;18_20;7312,5317;6399,797;8530,058;6908,46;0,9415105581283569
2012-10-12;18_20;6856,404;5820,0645;8092,4106;6933,05;0,9889448285102844
2012-10-19;18_20;6616,7236;5158,9556;8026,632;7012,23;0,9435976147651672
2012-10-26;18_20;6604,7505;5315,4707;7951,883;6831,11;0,9668634533882141
2012-09-07;18_21;4445,35;4045,476;4933,698;4485,57;0,9910335540771484
2012-09-14;18_21;4324,3345;3582,918;4856,99;3512,59;0,7689043283462524
2012-09-21;18_21;4289,6777;3445,9146;4838,212;3006,49;0,5731940865516663
2012-09-28;18_21;4303,118;3570,7854;5014,144;3383,71;0,7282840013504028
2012-10-05;18_21;4405,399;3676,3284;5353,9507;3903,28;0,8713597655296326
2012-10-12;18_21;4539,36;3430,4626;5210,613;3838,35;0,817366898059845
2012-10-19;18_21;4325,632;3407,932;5079,3677;3990,86;0,916115403175354
2012-10-26;18_21;4669,5015;3683,9258;5408,101;4130,41;0,8694823980331421
2012-09-07;18_22;15819,178;14611,219;17188,691;16977,69;0,9317626953125
2012-09-14;18_22;15080,361;13055,002;16863,95;14763,73;0,9785534739494324
2012-09-21;18_22;14817,449;13181,519;16423,932;13539,17;0,9055866003036499
2012-09-28;18_22;14179,146;12809,515;15666,43;13264,58;0,9310519695281982
2012-10-05;18_22;14860,255;12878,72;17042,766;15377,9;0,9663383364677429
2012-10-12;18_22;15124,925;13434,647;17571,457;16732,67;0,9039158225059509
2012-10-19;18_22;14453,945;12174,783;16394,41;15220,36;0,9496454000473022
2012-10-26;18_22;15126,911;12548,295;17250,285;14520,65;0,9582483768463135
2012-09-07;18_23;37847,727;35829,797;39957,65;31318,25;0,7915120720863342
2012-09-14;18_23;35282,516;31978,754;37006,9;26377,93;0,6624228954315186
2012-09-21;18_23;34216,2;30900,836;38424,23;27700,66;0,7647875547409058
2012-09-28;18_23;32395,117;28893,547;35596,08;30979,3;0,9542979598045349
2012-10-05;18_23;35123,52;31798,162;37667,953;34579,78;0,9842758178710938
2012-10-12;18_23;35493,586;31379,412;39541,824;34790,46;0,9797897338867188
2012-10-19;18_23;36276,996;33193,344;39984,832;33690,72;0,9232347011566162
2012-10-26;18_23;38702,48;33801,805;43892,836;34150,91;0,8667218685150146
2012-09-07;18_24;11115,714;8792,944;13380,189;8969,02;0,7606545090675354
2012-09-14;18_24;9085,423;6620,736;10706,485;5959,48;0,47546714544296265
2012-09-21;18_24;7593,054;6563,265;9463,527;6044,16;0,7437371015548706
2012-09-28;18_24;7258,67;5992,4614;9116,733;7387,99;0,982495903968811
2012-10-05;18_24;8262,61;6442,7646;9559,746;9656,14;0,8556846380233765
2012-10-12;18_24;8226,262;7043,005;10599,342;8918,69;0,9223620891571045
2012-10-19;18_24;8524,613;6982,503;10088,539;8218,3;0,9627279043197632
2012-10-26;18_24;8778,309;7380,7285;10427,642;7290,09;0,795857310295105
2012-09-07;18_25;17299,588;16006,737;19028,799;15826,96;0,9069544672966003
2012-09-14;18_25;15967,103;14414,48;18141,209;14940,09;0,931257963180542
2012-09-21;18_25;15967,43;14059,904;18156,19;13741,32;0,8379988670349121
2012-09-28;18_25;14913,997;12545,553;16982,766;16039,97;0,9298020601272583
2012-10-05;18_25;15634,701;13485,679;17964,049;17536,94;0,8915296196937561
2012-10-12;18_25;15713,44;13581,664;18266,725;17627,32;0,891425371170044
2012-10-19;18_25;14974,62;13254,828;17847,143;17413,21;0,8599574565887451
2012-10-26;18_25;16454,979;13403,943;19394,783;16932,77;0,9717830419540405
2012-09-07;18_26;9814,943;8597,953;11214,709;9599,78;0,9775866866111755
2012-09-14;18_26;9500,549;8360,415;11002,332;9561,86;0,9935879111289978
2012-09-21;18_26;8797,564;7589,024;10439,762;13145,78;0,6692310571670532
2012-09-28;18_26;8414,95;6539,95;9807,036;13665,06;0,6158004999160767
2012-10-05;18_26;9919,322;8197,346;11844,128;14378,16;0,6898881196975708
2012-10-12;18_26;9483,773;7580,037;11449,103;12829,47;0,7392178773880005
2012-10-19;18_26;9972,829;7902,5483;11738,392;11256,89;0,885931134223938
2012-10-26;18_26;10093,625;7396,673;11822,266;9701,51;0,9595820307731628
2012-09-07;18_27;2749,3955;2175,4492;3332,0122;2834,32;0,970037043094635
2012-09-14;18_27;2589,9324;1919,745;2835,7212;2015,73;0,7151392698287964
2012-09-21;18_27;2505,1597;1884,2322;2964,1794;2021,38;0,7606686353683472
2012-09-28;18_27;2410,5552;1807,5219;2888,5522;2485,97;0,9696638584136963
2012-10-05;18_27;2558,2043;1971,78;3239,9722;2351,27;0,9119904041290283
2012-10-12;18_27;2537,0237;1998,1776;3115,1572;2982,0;0,8507792353630066
2012-10-19;18_27;2609,8638;2040,0994;3103,816;3152,56;0,8278553485870361
2012-10-26;18_27;2813,55;2027,6095;3731,554;3083,2;0,9125422239303589
2012-09-07;18_28;813,1088;629,36566;976,0928;730,06;0,8862438201904297
2012-09-14;18_28;852,5237;617,3997;1019,38257;985,34;0,8652076125144958
2012-09-21;18_28;860,6922;550,94653;1266,4235;992,96;0,8667944073677063
2012-09-28;18_28;791,6886;545,7628;1139,8953;1324,58;0,5976903438568115
2012-10-05;18_28;878,61597;537,7274;1228,4668;1327,22;0,6619972586631775
2012-10-12;18_28;936,9779;554,2035;1304,5321;1819,85;0,5148654580116272
2012-10-19;18_28;950,47577;509,14963;1432,3319;1684,14;0,5643686056137085
2012-10-26;18_28;789,15967;391,04163;1330,7386;2316,79;0,3406262993812561
2012-09-07;18_29;11739,111;10829,33;12722,876;11607,82;0,9886894226074219
2012-09-14;18_29;11023,558;9542,133;12201,326;8276,51;0,6680910587310791
2012-09-21;18_29;10386,231;9144,429;11511,361;8946,27;0,8390433192253113
2012-09-28;18_29;10129,2295;8911,779;11613,918;9499,41;0,9336991310119629
2012-10-05;18_29;11060,617;9957,964;12207,636;10704,17;0,9667001366615295
2012-10-12;18_29;10512,104;9234,655;12099,259;10467,9;0,9957772493362427
2012-10-19;18_29;10743,006;9361,773;12517,407;10768,48;0,9976343512535095
2012-10-26;18_29;10475,965;9274,171;12778,377;9657,13;0,9152092933654785
2012-09-07;18_3;44415,504;36436,69;52330,297;27231,53;0,3689677119255066
2012-09-14;18_3;29539,295;21541,773;37386,52;14304,17;-0,06508278846740723
2012-09-21;18_3;22769,025;17334,158;28372,203;11101,26;-0,051030755043029785
2012-09-28;18_3;21337,723;16573,338;25575,066;10972,03;0,05526214838027954
2012-10-05;18_3;19483,498;15511,654;23344,791;10566,81;0,15616077184677124
2012-10-12;18_3;17591,73;14175,301;21674,0;10499,72;0,32455235719680786
2012-10-19;18_3;16725,803;13429,497;21208,19;10284,88;0,3737483620643616
2012-10-26;18_3;16469,842;12271,538;21161,799;9929,02;0,34124189615249634
2012-09-07;18_30;6508,2793;5961,6025;7357,5283;6096,54;0,9324634671211243
2012-09-14;18_30;6275,14;5468,725;7146,621;5102,46;0,7701735496520996
2012-09-21;18_30;5857,965;4763,4985;6752,6997;4861,36;0,794994592666626
2012-09-28;18_30;5898,6143;4937,963;6820,5864;3850,55;0,4681112766265869
2012-10-05;18_30;5919,4546;5233,449;6780,479;4558,47;0,7014383673667908
2012-10-12;18_30;6114,1514;5234,4087;6957,1953;5715,0;0,9301572442054749
2012-10-19;18_30;5876,4307;4903,063;6879,5737;4860,01;0,7908602952957153
2012-10-26;18_30;5406,6826;4293,5376;6390,462;5917,68;0,9136490225791931
2012-09-07;18_31;2764,0745;1666,1482;4025,4773;2288,24;0,7920522093772888
2012-09-14;18_31;2300,5544;1628,7964;3256,769;1463,23;0,42775607109069824
2012-09-21;18_31;2299,1443;1730,7736;2905,1519;1940,02;0,8148863315582275
2012-09-28;18_31;2222,9224;1614,5835;2678,61;2211,54;0,9948531985282898
2012-10-05;18_31;2385,5874;1784,3319;3015,2124;2759,2;0,8645938634872437
2012-10-12;18_31;2441,2063;1758,0966;2932,7412;2500,43;0,9763146042823792
2012-10-19;18_31;2305,8105;1765,5758;3085,4065;2494,13;0,9244949817657471
2012-10-26;18_31;2651,8389;2024,447;3312,238;2459,71;0,92188960313797
2012-09-07;18_32;7643,267;6635,43;8314,539;6124,84;0,7520869970321655
2012-09-14;18_32;7353,4287;6292,0674;8131,7324;6447,38;0,8594702482223511
2012-09-21;18_32;7058,1587;5820,2925;8177,9883;5350,72;0,6808955669403076
2012-09-28;18_32;7156,878;6270,528;8016,202;5946,14;0,7963825464248657
2012-10-05;18_32;7666,7207;6571,282;8500,683;6312,06;0,7853853702545166
2012-10-12;18_32;7256,7114;5999,386;8125,5425;6774,14;0,9287627339363098
2012-10-19;18_32;7093,459;5613,233;8162,2793;7421,49;0,9557998180389404
2012-10-26;18_32;7669,87;6163,6816;8213,162;6842,45;0,8790754675865173
2012-09-07;18_33;10937,104;9682,6455;13193,889;8518,9;0,7161366939544678
2012-09-14;18_33;9375,949;7914,354;11296,149;6840,89;0,6294255256652832
2012-09-21;18_33;8737,775;7149,4224;10383,505;6940,57;0,7410579323768616
2012-09-28;18_33;8055,3423;6343,7124;9223,282;7501,52;0,9261720180511475
2012-10-05;18_33;8544,2;6828,805;9860,703;9240,32;0,9246649146080017
2012-10-12;18_33;8843,861;7216,687;10391,097;9366,7;0,9441810846328735
2012-10-19;18_33;9026,134;7320,4385;10790,526;8584,58;0,9485642910003662
2012-10-26;18_33;9424,78;7705,393;11034,495;6841,77;0,622464656829834
2012-09-07;18_34;18127,643;16867,857;19534,07;17755,09;0,9790171384811401
2012-09-14;18_34;18254,314;17008,725;19678,05;16737,18;0,9093554019927979
2012-09-21;18_34;18472,35;16847,389;20019,145;19211,63;0,9615190625190735
2012-09-28;18_34;17737,568;15800,577;19056,979;19876,02;0,8924105167388916
2012-10-05;18_34;20443,291;17425,184;22541,29;21868,76;0,9348171353340149
2012-10-12;18_34;20232,363;17560,963;22462,021;20242,49;0,9994997382164001
2012-10-19;18_34;18987,273;16555,291;21079,166;18687,48;0,9839575290679932
2012-10-26;18_34;18267,346;15769,9795;21146,896;19055,36;0,9586460590362549
2012-09-07;18_35;3254,548;2801,488;3631,0132;3684,1;0,8834038376808167
2012-09-14;18_35;3451,826;2886,8306;3920,7695;3593,66;0,9605321884155273
2012-09-21;18_35;3638,5447;2867,426;4095,6572;3377,28;0,9226405024528503
2012-09-28;18_35;3509,7324;2940,8523;4000,3894;4317,7;0,8128708004951477
2012-10-05;18_35;3991,6687;3238,7593;4473,6206;4025,87;0,9915046095848083
2012-10-12;18_35;3636,4446;2905,714;4288,378;3810,91;0,9542195200920105
2012-10-19;18_35;3474,4185;2603,6228;4088,0225;4116,45;0,8440326452255249
2012-10-26;18_35;3609,4685;2871,93;4431,7554;4034,94;0,8945531845092773
2012-09-07;18_36;706,3039;355,7148;1094,4124;1064,61;0,6634390950202942
2012-09-14;18_36;817,1431;519,87964;1254,785;2153,79;0,37939774990081787
2012-09-21;18_36;905,72034;661,0063;1167,9279;1674,1;0,5410192608833313
2012-09-28;18_36;834,78174;475,1627;1051,071;1785,77;0,4674631953239441
2012-10-05;18_36;1150,8904;402,37497;1432,2428;2293,43;0,5018205642700195
2012-10-12;18_36;1097,0562;497,78204;1745,4261;3343,4;0,32812589406967163
2012-10-19;18_36;1096,8383;367,87646;2003,443;2369,79;0,4628419280052185
2012-10-26;18_36;1140,6201;152,35011;2145,0315;2320,55;0,49153006076812744
2012-09-07;18_38;60760,945;57214,926;64111,66;59158,75;0,9729170203208923
2012-09-14;18_38;59263,645;54304,418;63880,54;61853,06;0,9581360220909119
2012-09-21;18_38;59359,37;54364,375;66303,125;58147,26;0,9791544675827026
2012-09-28;18_38;60074,13;53629,848;66124,87;65370,31;0,9189819097518921
2012-10-05;18_38;68326,99;60435,348;74893,94;58385,68;0,8297302722930908
2012-10-12;18_38;62089,09;54586,098;67633,055;57743,0;0,9247338771820068
2012-10-19;18_38;60034,06;54219,1;67264,78;57872,24;0,9626449346542358
2012-10-26;18_38;56744,36;49805,277;63946,1;61940,58;0,9161096215248108
2012-09-07;18_39;0,0;0,0;51,899082;0,0;
2012-09-14;18_39;0,0;0,0;35,11999;0,0;
2012-09-21;18_39;0,0;0,0;50,859665;0,0;
2012-09-28;18_39;0,15021056;0,0;96,24232;0,0;-inf
2012-10-05;18_39;16,283659;0,0;151,76141;0,0;-inf
2012-10-12;18_39;0,0;0,0;102,139175;0,0;
2012-10-19;18_39;0,0;0,0;100,77607;0,0;
2012-10-26;18_39;0,0;0,0;152,20514;0,0;
2012-09-07;18_4;29351,342;26696,08;31947,37;30143,51;0,973720133304596
2012-09-14;18_4;28441,152;25362,37;30783,727;26310,95;0,919037401676178
2012-09-21;18_4;26599,98;23975,379;29183,93;26302,34;0,9886838793754578
2012-09-28;18_4;25437,324;22588,605;28240,902;26374,27;0,9644750356674194
2012-10-05;18_4;27322,393;25184,676;31751,572;27832,11;0,981685996055603
2012-10-12;18_4;26644,773;23046,332;30388,707;28042,64;0,9501520991325378
2012-10-19;18_4;26761,682;23068,102;31051,604;27323,34;0,9794440269470215
2012-10-26;18_4;26663,002;23195,84;30323,97;30371,8;0,8778867721557617
2012-09-07;18_40;62068,06;58062,742;66321,54;59664,87;0,9597219228744507
2012-09-14;18_40;59748,684;55426,438;63550,55;58293,99;0,9750455617904663
2012-09-21;18_40;58604,496;53778,71;63424,44;57438,81;0,9797055721282959
2012-09-28;18_40;56991,285;51332,652;61846,43;57365,89;0,9934698939323425
2012-10-05;18_40;59569,93;52992,723;66045,72;59784,74;0,9964069724082947
2012-10-12;18_40;57503,895;53642,49;64107,8;59127,14;0,9725465178489685
2012-10-19;18_40;56554,92;50549,27;62442,027;59079,66;0,9572654962539673
2012-10-26;18_40;54194,35;48887,34;59859,0;60018,08;0,902967095375061
2012-09-07;18_41;470,61285;333,1036;642,4326;296,44;0,4124515652656555
2012-09-14;18_41;441,44403;313,63657;762,0688;369,47;0,8051965236663818
2012-09-21;18_41;609,42017;353,3669;790,1654;431,19;0,5866551399230957
2012-09-28;18_41;383,09;200,84721;571,279;425,06;0,9012609720230103
