,Date,key_Store_Dept,Predictions,p_20,p_80,Weekly_Sales,metric_Acc
2814,2012-10-19,14_51,0.0,0.0,2.8968897,0.0,
2815,2012-10-26,14_51,0.0,0.0,4.0343285,0.0,
2816,2012-09-07,14_52,2012.7671,1750.0156,2443.7644,2657.61,0.7573598027229309
2817,2012-09-14,14_52,2356.65,1680.3705,3166.0776,1760.34,0.6612529754638672
2818,2012-09-21,14_52,2445.765,1645.0443,3420.2976,2376.74,0.9709581732749939
2819,2012-09-28,14_52,2197.1846,1222.3839,2816.2966,1797.38,0.7775626182556152
2820,2012-10-05,14_52,2034.1332,1058.095,2793.0999,1801.48,0.870854377746582
2821,2012-10-12,14_52,2022.1318,1277.1378,2611.681,1820.29,0.889115571975708
2822,2012-10-19,14_52,2115.2476,1299.1924,2778.3157,2503.76,0.8448283672332764
2823,2012-10-26,14_52,2071.5479,1499.1411,2552.4036,2040.33,0.9846996068954468
2824,2012-09-07,14_54,23.926826,0.0,63.58885,40.92,0.5847220420837402
2825,2012-09-14,14_54,2.671976,0.0,22.953629,38.8,0.06886541843414307
2826,2012-09-21,14_54,4.080572,0.0,32.00364,0.0,-inf
2827,2012-09-28,14_54,5.4838643,0.0,29.349873,0.0,-inf
2828,2012-10-05,14_54,13.146422,0.0,35.568714,28.92,0.4545789361000061
2829,2012-10-12,14_54,28.816555,0.0,52.502705,0.0,-inf
2830,2012-10-19,14_54,14.512274,0.0,58.36494,0.0,-inf
2831,2012-10-26,14_54,2.9473517,0.0,33.076626,0.0,-inf
2832,2012-09-07,14_55,10306.928,9295.082,11960.619,10658.23,0.9670392870903015
2833,2012-09-14,14_55,9822.591,7678.985,11935.614,7357.03,0.664870023727417
2834,2012-09-21,14_55,10024.947,8284.845,11519.348,9152.7,0.9047005772590637
2835,2012-09-28,14_55,8808.064,6810.8525,11046.743,8459.48,0.9587936997413635
2836,2012-10-05,14_55,8842.426,6859.688,10647.086,10983.85,0.8050388693809509
2837,2012-10-12,14_55,9389.524,7048.0273,12065.883,11677.58,0.8040642142295837
2838,2012-10-19,14_55,12041.581,8220.519,15313.704,8529.14,0.5881834030151367
2839,2012-10-26,14_55,11888.638,8598.192,15241.744,14159.81,0.839604377746582
2840,2012-09-07,14_56,2097.9602,1587.3865,2707.1511,1444.25,0.547370433807373
2841,2012-09-14,14_56,2419.5957,1958.682,3078.4233,2147.99,0.8735535144805908
2842,2012-09-21,14_56,2775.44,1936.6772,3385.8354,2011.73,0.6203715801239014
2843,2012-09-28,14_56,2779.4934,1707.4856,3736.356,1815.36,0.4689023494720459
2844,2012-10-05,14_56,2448.1377,1425.5284,3467.6838,1875.38,0.6945911645889282
2845,2012-10-12,14_56,2039.4038,1241.67,2856.6936,1552.42,0.6863067150115967
2846,2012-10-19,14_56,1547.7211,901.1029,1991.7766,1121.92,0.6204711198806763
2847,2012-10-26,14_56,1101.9303,523.966,1630.3247,773.78,0.5759127140045166
2848,2012-09-07,14_58,8495.832,7536.6753,9561.5205,10440.0,0.8137770295143127
2849,2012-09-14,14_58,8563.008,7164.799,9717.181,8290.0,0.9670678377151489
2850,2012-09-21,14_58,8574.294,6965.559,10518.342,19280.0,0.44472479820251465
2851,2012-09-28,14_58,7742.2026,6165.472,9363.45,28085.0,0.2756704092025757
2852,2012-10-05,14_58,7582.0073,6258.1025,8995.697,18140.0,0.41797178983688354
2853,2012-10-12,14_58,7571.181,6070.7495,9072.39,19735.0,0.383642315864563
2854,2012-10-19,14_58,8610.09,7494.0166,10046.452,12000.0,0.7175074815750122
2855,2012-10-26,14_58,8467.148,7014.5957,10280.46,13550.0,0.6248818039894104
2856,2012-09-07,14_59,284.41788,145.77956,466.873,306.6,0.9276512265205383
2857,2012-09-14,14_59,317.40134,152.65634,481.55743,234.96,0.6491261124610901
2858,2012-09-21,14_59,277.03687,152.61128,427.9104,207.89,0.6673872470855713
2859,2012-09-28,14_59,299.8414,154.18677,485.09933,281.72,0.935675859451294
2860,2012-10-05,14_59,245.28174,122.453156,377.53442,165.98,0.5222210884094238
2861,2012-10-12,14_59,200.7954,98.10521,313.787,214.45,0.936327338218689
2862,2012-10-19,14_59,216.84306,87.04475,331.04172,217.26,0.9980809688568115
2863,2012-10-26,14_59,203.99068,86.75009,343.20874,276.09,0.7388557195663452
2864,2012-09-07,14_6,3166.3416,2839.3594,3843.3157,3410.36,0.9284478425979614
2865,2012-09-14,14_6,3992.5483,3368.3928,4489.1514,3827.08,0.9567638635635376
2866,2012-09-21,14_6,3938.6665,3305.8494,4598.9146,5343.4,0.7371087074279785
2867,2012-09-28,14_6,3685.449,2985.9062,4324.0996,2349.36,0.431296706199646
2868,2012-10-05,14_6,3731.7805,3042.239,4596.036,3184.51,0.8281461000442505
2869,2012-10-12,14_6,3926.819,2876.6965,4875.475,3046.77,0.7111533880233765
2870,2012-10-19,14_6,4733.949,3498.4033,5862.898,3283.16,0.5581119060516357
2871,2012-10-26,14_6,4878.7417,3672.4995,5553.423,4463.68,0.9070135951042175
2872,2012-09-07,14_60,267.18698,212.02036,322.85336,216.0,0.7630232572555542
2873,2012-09-14,14_60,295.84787,198.44101,380.77017,324.0,0.9131107330322266
2874,2012-09-21,14_60,94.023285,178.28894,377.29288,252.0,0.37310826778411865
2875,2012-09-28,14_60,243.80687,136.07376,380.32123,423.0,0.5763756036758423
2876,2012-10-05,14_60,252.94113,123.24232,458.95874,270.0,0.9368190169334412
2877,2012-10-12,14_60,285.8036,177.28911,394.89075,396.0,0.7217262387275696
2878,2012-10-19,14_60,243.18115,122.26662,434.71155,360.0,0.6755031943321228
2879,2012-10-26,14_60,241.84721,154.05014,391.3801,234.0,0.9664648771286011
2880,2012-09-07,14_67,9505.188,8672.938,10753.888,9763.61,0.9735321402549744
2881,2012-09-14,14_67,10078.215,9197.374,11598.86,9587.41,0.9488073587417603
2882,2012-09-21,14_67,10257.923,8978.862,11661.831,9666.25,0.9387898445129395
2883,2012-09-28,14_67,10548.518,9302.275,12424.167,9962.24,0.9411500692367554
2884,2012-10-05,14_67,10965.282,9069.367,12713.949,10933.0,0.9970472455024719
2885,2012-10-12,14_67,10780.655,8983.447,12648.968,11101.56,0.9710937738418579
2886,2012-10-19,14_67,10921.361,9258.266,12652.926,10653.97,0.9749021530151367
2887,2012-10-26,14_67,11324.622,9271.661,13583.575,11561.23,0.9795343279838562
2888,2012-09-07,14_7,30231.59,27872.014,32430.973,31128.7,0.9711806178092957
2889,2012-09-14,14_7,29375.238,25970.324,31437.438,28133.61,0.9558666944503784
2890,2012-09-21,14_7,30356.543,26771.256,32884.41,40808.43,0.7438791990280151
2891,2012-09-28,14_7,29781.043,26085.467,32858.766,39889.8,0.7465828657150269
2892,2012-10-05,14_7,31421.088,27610.959,35150.832,36039.57,0.8718496561050415
2893,2012-10-12,14_7,33455.19,28952.377,37889.95,39123.74,0.8551123142242432
2894,2012-10-19,14_7,43105.574,36323.12,49299.13,36223.7,0.8100173473358154
2895,2012-10-26,14_7,43708.68,36459.445,51962.15,47048.93,0.9290047883987427
2896,2012-09-07,14_71,10705.724,9514.296,11949.361,9723.32,0.8989642262458801
2897,2012-09-14,14_71,10006.377,8512.506,11196.281,6790.49,0.5264132022857666
2898,2012-09-21,14_71,8314.997,7022.7095,9787.605,5558.1,0.5039857625961304
2899,2012-09-28,14_71,8966.201,7221.596,10841.449,5814.41,0.45793449878692627
2900,2012-10-05,14_71,8716.018,7245.726,10257.257,7446.77,0.8295572996139526
2901,2012-10-12,14_71,8549.314,6880.5825,9717.744,6951.9,0.7702189683914185
2902,2012-10-19,14_71,7827.7974,6339.2397,9423.407,7120.56,0.9006767272949219
2903,2012-10-26,14_71,7617.3154,6589.2715,9109.083,6073.54,0.7458195090293884
2904,2012-09-07,14_72,73252.8,64151.867,79048.51,73279.48,0.9996359348297119
2905,2012-09-14,14_72,69812.84,61276.6,75804.42,65689.96,0.9372372627258301
2906,2012-09-21,14_72,65765.84,56026.008,71868.4,79630.3,0.8258897066116333
2907,2012-09-28,14_72,58145.2,52395.254,68115.73,90215.88,0.6445118188858032
2908,2012-10-05,14_72,65560.99,58983.023,73372.875,89332.43,0.7338991165161133
2909,2012-10-12,14_72,75635.6,63373.184,84630.11,72917.39,0.9627220630645752
2910,2012-10-19,14_72,89330.27,73030.27,107805.61,69389.31,0.7126220464706421
2911,2012-10-26,14_72,90032.53,66034.06,101355.22,63071.17,0.5725248456001282
2912,2012-09-07,14_74,23568.312,21330.543,25771.553,26196.39,0.8996778726577759
2913,2012-09-14,14_74,21339.6,18234.213,24145.904,19217.69,0.889585554599762
2914,2012-09-21,14_74,20566.53,17601.615,23301.227,17434.35,0.8203443288803101
2915,2012-09-28,14_74,22181.14,17965.096,25787.805,15525.04,0.571266770362854
2916,2012-10-05,14_74,23333.812,19657.38,26275.969,18252.83,0.7216331958770752
2917,2012-10-12,14_74,23314.777,19461.037,27307.049,18517.67,0.7409443259239197
2918,2012-10-19,14_74,24007.28,18601.201,27357.252,15857.37,0.4860491156578064
2919,2012-10-26,14_74,23626.42,18434.092,27173.762,16896.59,0.6017048358917236
2920,2012-09-07,14_77,10.915823,0.0,217.47548,0.0,-inf
2921,2012-09-14,14_77,41.335026,0.0,263.1798,0.0,-inf
2922,2012-09-21,14_77,155.10587,0.0,349.98123,0.0,-inf
2923,2012-09-28,14_77,262.5259,0.0,480.25366,0.0,-inf
2924,2012-10-05,14_77,262.26733,0.0,522.8025,0.0,-inf
2925,2012-10-12,14_77,225.71576,0.0,505.14337,0.0,-inf
2926,2012-10-19,14_77,388.33884,113.032684,691.2788,0.0,-inf
2927,2012-10-26,14_77,506.3327,157.65382,839.65546,0.0,-inf
2928,2012-09-07,14_78,0.0,0.0,180.43512,0.0,
2929,2012-09-14,14_78,0.0,0.0,278.71606,0.0,
2930,2012-09-21,14_78,172.55484,0.0,432.99655,0.0,-inf
2931,2012-09-28,14_78,232.75621,0.0,593.0892,0.0,-inf
2932,2012-10-05,14_78,214.62195,0.0,553.0712,0.0,-inf
2933,2012-10-12,14_78,231.74852,0.0,612.7104,0.0,-inf
2934,2012-10-19,14_78,309.4655,0.0,649.1676,0.0,-inf
2935,2012-10-26,14_78,408.76962,50.701584,721.6822,0.0,-inf
2936,2012-09-07,14_79,35523.28,31017.5,37851.73,38579.49,0.9207815527915955
2937,2012-09-14,14_79,33607.863,30477.893,36897.586,31745.47,0.9413335919380188
2938,2012-09-21,14_79,33389.957,29242.703,37006.438,31048.9,0.9246009588241577
2939,2012-09-28,14_79,32871.39,27550.947,36621.184,27985.78,0.8254252076148987
2940,2012-10-05,14_79,35323.1,31466.174,40203.133,32396.71,0.9096701145172119
2941,2012-10-12,14_79,32617.303,28154.645,38314.875,32134.27,0.9849683046340942
2942,2012-10-19,14_79,31845.307,26728.662,36307.863,28133.28,0.8680556416511536
2943,2012-10-26,14_79,32889.215,25330.947,37629.15,28966.89,0.8645928502082825
2944,2012-09-07,14_8,46753.57,43710.824,50967.82,46178.54,0.9875476360321045
2945,2012-09-14,14_8,47332.547,41979.28,52033.1,43626.77,0.9150572419166565
2946,2012-09-21,14_8,48555.29,41824.707,53897.363,43886.25,0.893610417842865
2947,2012-09-28,14_8,48921.6,41688.75,55921.336,42001.27,0.8352351784706116
2948,2012-10-05,14_8,48706.977,42802.633,56183.957,46769.95,0.9585839509963989
2949,2012-10-12,14_8,49299.29,41296.758,54981.734,45484.78,0.916136622428894
2950,2012-10-19,14_8,50463.02,43435.57,58500.11,44711.18,0.8713556528091431
2951,2012-10-26,14_8,51148.074,44698.527,58780.68,48336.61,0.9418357014656067
2952,2012-09-07,14_80,33535.21,30866.473,35719.906,33551.01,0.9995290637016296
2953,2012-09-14,14_80,33126.79,29617.016,35929.61,29475.62,0.876129150390625
2954,2012-09-21,14_80,33234.79,29686.516,35233.11,29092.51,0.8576170206069946
2955,2012-09-28,14_80,32864.344,28422.326,35671.6,28228.75,0.8357846736907959
2956,2012-10-05,14_80,33068.082,29238.771,37602.51,32348.75,0.9777632355690002
2957,2012-10-12,14_80,33766.51,29545.633,37681.867,29475.76,0.85443115234375
2958,2012-10-19,14_80,31796.707,27559.996,37314.367,28856.34,0.8981032371520996
2959,2012-10-26,14_80,32182.914,28134.793,37298.707,30902.07,0.9585515260696411
2960,2012-09-07,14_81,35563.914,32752.693,37787.145,37562.97,0.9467812180519104
2961,2012-09-14,14_81,32961.664,29836.396,36679.258,31065.45,0.9389606714248657
2962,2012-09-21,14_81,32240.777,28361.975,36247.91,31133.44,0.9644325375556946
2963,2012-09-28,14_81,31943.717,28275.932,36191.96,28566.74,0.8817864060401917
2964,2012-10-05,14_81,34993.2,31951.338,38625.918,34230.32,0.9777133464813232
2965,2012-10-12,14_81,33265.15,28867.705,37218.527,30948.75,0.9251537322998047
2966,2012-10-19,14_81,33532.2,28694.71,36729.08,31414.28,0.9325809478759766
2967,2012-10-26,14_81,33563.74,28434.15,37308.758,35548.17,0.944176197052002
2968,2012-09-07,14_82,21981.21,19542.389,24188.377,25765.91,0.8531121611595154
2969,2012-09-14,14_82,20218.375,17931.877,23456.271,20997.96,0.9628732800483704
2970,2012-09-21,14_82,20324.328,18060.484,21921.822,21252.91,0.9563080072402954
2971,2012-09-28,14_82,21422.227,17957.53,23845.691,20129.71,0.9357906579971313
2972,2012-10-05,14_82,24215.582,20649.266,27471.969,23738.49,0.9799022078514099
2973,2012-10-12,14_82,23605.773,21256.379,27147.756,21924.01,0.9232912063598633
2974,2012-10-19,14_82,24025.37,20689.379,28009.479,21580.65,0.8867170810699463
2975,2012-10-26,14_82,22761.164,18528.848,25918.547,31561.93,0.7211588621139526
2976,2012-09-07,14_83,10483.746,9256.253,11773.054,11296.99,0.9280123114585876
2977,2012-09-14,14_83,9418.798,7585.4355,11065.52,8116.27,0.8395164608955383
2978,2012-09-21,14_83,9101.62,6929.6187,10424.012,8002.83,0.8626998066902161
2979,2012-09-28,14_83,8821.928,6850.462,10542.434,6907.81,0.7229052782058716
2980,2012-10-05,14_83,9506.997,7925.544,10973.832,8733.26,0.9114033579826355
2981,2012-10-12,14_83,8945.421,7531.8276,10728.332,8929.48,0.998214840888977
2982,2012-10-19,14_83,8841.6875,6731.663,10148.333,7104.27,0.7554404139518738
2983,2012-10-26,14_83,7977.4004,6746.268,9696.75,7547.23,0.9430028796195984
2984,2012-09-07,14_85,2331.2183,1884.6581,2889.003,2220.7,0.9502326846122742
2985,2012-09-14,14_85,2250.6125,1755.2716,2794.6907,1947.33,0.8442572355270386
2986,2012-09-21,14_85,2151.6738,1435.0317,2793.9172,1530.24,0.593897819519043
2987,2012-09-28,14_85,1983.5066,1414.6364,2581.6697,1046.54,0.10470068454742432
2988,2012-10-05,14_85,1937.4993,1364.4197,2415.9287,1435.98,0.6507477164268494
2989,2012-10-12,14_85,1966.7163,1424.1255,2379.5083,1709.28,0.8493890762329102
2990,2012-10-19,14_85,2006.525,1379.983,2385.1475,2000.79,0.9971336126327515
2991,2012-10-26,14_85,2066.219,1406.014,2716.1792,1642.71,0.7421888113021851
2992,2012-09-07,14_87,17279.402,15857.1045,18885.42,19425.57,0.8895183801651001
2993,2012-09-14,14_87,16810.531,14439.435,18107.986,14430.47,0.8350669145584106
2994,2012-09-21,14_87,17265.564,14662.535,18945.346,18824.61,0.9171804785728455
2995,2012-09-28,14_87,17421.363,14670.499,18797.03,20502.66,0.8497123718261719
2996,2012-10-05,14_87,17300.61,15235.948,20177.916,23277.97,0.7432181239128113
2997,2012-10-12,14_87,17300.408,14533.229,20574.574,18495.19,0.9354004263877869
2998,2012-10-19,14_87,16920.818,14116.053,20024.451,17169.39,0.9855223894119263
2999,2012-10-26,14_87,16421.99,14136.258,18850.506,16549.37,0.9923030734062195
3000,2012-09-07,14_9,19598.828,18181.135,21042.44,15950.94,0.7713057994842529
3001,2012-09-14,14_9,18550.234,16924.197,20192.771,14925.35,0.757132351398468
3002,2012-09-21,14_9,17817.525,16035.616,19339.963,13114.73,0.6414112448692322
3003,2012-09-28,14_9,18042.412,16187.684,20248.781,14015.99,0.7127265930175781
3004,2012-10-05,14_9,18133.77,16488.988,20484.537,14718.35,0.7679481506347656
3005,2012-10-12,14_9,17973.836,16111.486,19534.643,15415.84,0.8340670466423035
3006,2012-10-19,14_9,18204.469,16232.444,20420.361,13149.92,0.6156213283538818
3007,2012-10-26,14_9,17704.621,15326.197,20453.701,22905.37,0.7729463577270508
3008,2012-09-07,14_90,96153.85,89296.18,104563.4,102944.9,0.9340322017669678
3009,2012-09-14,14_90,95086.48,86052.54,104390.28,89831.47,0.9415014982223511
3010,2012-09-21,14_90,87313.76,81557.0,98232.97,89765.77,0.9726842641830444
3011,2012-09-28,14_90,90188.72,78890.46,99031.35,85001.13,0.9389703869819641
3012,2012-10-05,14_90,99412.06,90114.73,115779.805,95863.28,0.9629808068275452
3013,2012-10-12,14_90,94442.49,80139.195,112446.14,90327.67,0.9544456005096436
3014,2012-10-19,14_90,90375.2,77274.836,103429.41,88422.49,0.9779161214828491
3015,2012-10-26,14_90,90919.23,71044.23,107538.38,96371.83,0.9434211850166321
3016,2012-09-07,14_91,78581.1,72213.1,84205.766,88988.06,0.8830521702766418
3017,2012-09-14,14_91,75638.58,69483.414,82828.03,72625.21,0.9585079550743103
3018,2012-09-21,14_91,73360.81,66401.05,81772.336,71744.71,0.9774742722511292
3019,2012-09-28,14_91,73350.72,64614.55,84217.94,66414.24,0.8955574035644531
3020,2012-10-05,14_91,87091.77,77175.41,99524.92,81781.84,0.9350720047950745
3021,2012-10-12,14_91,82732.89,72424.555,94239.19,76052.46,0.9121602177619934
3022,2012-10-19,14_91,74656.73,62944.547,85479.13,72196.75,0.9659267663955688
3023,2012-10-26,14_91,71470.805,60609.516,81784.73,74168.86,0.9636228084564209
3024,2012-09-07,14_92,165570.2,153214.97,175654.23,190579.72,0.8687713742256165
3025,2012-09-14,14_92,153837.86,140592.48,165717.3,146630.33,0.9508455395698547
3026,2012-09-21,14_92,147685.31,132166.22,163616.88,148417.22,0.9950686097145081
3027,2012-09-28,14_92,147118.19,127551.83,165033.83,139707.8,0.9469579458236694
3028,2012-10-05,14_92,175087.4,143345.7,190406.39,169519.23,0.9671531319618225
3029,2012-10-12,14_92,159831.02,139336.92,180246.0,156174.2,0.9765850305557251
3030,2012-10-19,14_92,140889.75,129215.63,175670.08,152511.55,0.9237972497940063
3031,2012-10-26,14_92,151022.0,128040.38,185603.08,164464.02,0.9182677268981934
3032,2012-09-07,14_93,59950.734,55660.504,64838.035,61903.71,0.9684513807296753
3033,2012-09-14,14_93,55006.426,50223.81,60734.754,49688.48,0.8929742574691772
3034,2012-09-21,14_93,52831.81,46717.938,58433.9,46775.81,0.8705313801765442
3035,2012-09-28,14_93,51635.26,45947.434,57354.562,42750.73,0.7921782732009888
3036,2012-10-05,14_93,59695.53,53864.402,65492.555,53215.31,0.8782263398170471
3037,2012-10-12,14_93,55565.43,50116.07,62621.44,48564.4,0.855840265750885
3038,2012-10-19,14_93,51697.977,44931.227,57284.28,45081.22,0.853225827217102
3039,2012-10-26,14_93,51829.504,43082.84,58618.508,46358.21,0.881977915763855
3040,2012-09-07,14_94,56622.8,51095.465,60120.707,53861.61,0.9487354755401611
3041,2012-09-14,14_94,52671.48,46706.88,57892.105,49059.77,0.9263814091682434
3042,2012-09-21,14_94,51439.945,46259.53,57078.254,49514.56,0.961114764213562
3043,2012-09-28,14_94,50925.55,45585.277,56746.344,47503.45,0.927960991859436
3044,2012-10-05,14_94,55301.15,48605.01,61680.71,51539.81,0.9270206689834595
3045,2012-10-12,14_94,52103.17,46291.168,59227.207,50891.8,0.9761971235275269
3046,2012-10-19,14_94,52679.395,43251.3,60796.91,48198.4,0.9070301651954651
3047,2012-10-26,14_94,52470.184,45893.2,60500.613,52082.5,0.9925563335418701
3048,2012-09-07,14_95,123045.27,117884.02,134545.53,131721.03,0.934135377407074
3049,2012-09-14,14_95,115808.09,111456.44,128825.57,110840.96,0.9551868438720703
3050,2012-09-21,14_95,112883.95,102822.44,124774.766,110174.12,0.9754040837287903
3051,2012-09-28,14_95,109931.79,99959.92,125450.71,105376.06,0.9567669630050659
3052,2012-10-05,14_95,121526.28,110079.01,134186.75,118491.68,0.9743897318840027
3053,2012-10-12,14_95,119873.25,107233.6,135560.77,109851.09,0.908765971660614
3054,2012-10-19,14_95,111245.79,95306.13,128850.46,109526.8,0.9843052625656128
3055,2012-10-26,14_95,112488.46,98246.33,127695.586,121352.61,0.9269554615020752
3056,2012-09-07,14_96,0.44370607,0.0,0.9492519,0.0,-inf
3057,2012-09-14,14_96,0.51719767,0.0,0.8664308,0.0,-inf
3058,2012-09-21,14_96,0.06444877,0.0,0.7400239,0.0,-inf
3059,2012-09-28,14_96,0.14336063,0.0,0.5478797,0.0,-inf
3060,2012-10-05,14_96,0.0,0.0,0.55097693,0.0,
3061,2012-10-12,14_96,0.0,0.0,0.4396713,3.0,0.0
3062,2012-10-19,14_96,0.0,0.0,0.18724102,0.0,
3063,2012-10-26,14_96,0.0,0.0,0.5512944,0.0,
3064,2012-09-07,14_97,23000.375,21245.79,26031.816,27808.55,0.8270972371101379
3065,2012-09-14,14_97,21562.357,18782.336,23911.629,21204.3,0.9831139445304871
3066,2012-09-21,14_97,19873.414,17335.033,23115.607,19893.99,0.9989656805992126
3067,2012-09-28,14_97,20345.275,18604.695,22911.768,18503.9,0.9004871845245361
3068,2012-10-05,14_97,23490.262,19360.309,26938.77,23905.59,0.9826263189315796
3069,2012-10-12,14_97,22257.543,18903.398,25358.21,19624.94,0.8658542037010193
3070,2012-10-19,14_97,20671.113,17290.537,23734.059,20209.73,0.9771702885627747
3071,2012-10-26,14_97,20643.787,16322.852,25270.025,21049.38,0.9807313084602356
3072,2012-09-07,14_98,15477.598,13928.025,17210.693,15409.72,0.9955950975418091
3073,2012-09-14,14_98,15011.381,13102.724,16919.646,13037.05,0.8485599756240845
3074,2012-09-21,14_98,15065.216,13124.417,17150.72,13504.88,0.8844613432884216
3075,2012-09-28,14_98,15448.449,12776.411,17515.04,14584.25,0.9407443404197693
3076,2012-10-05,14_98,15982.93,13854.436,18755.926,13642.74,0.8284662961959839
3077,2012-10-12,14_98,15364.5,12769.96,17874.754,14068.34,0.907866895198822
3078,2012-10-19,14_98,15649.848,13228.159,18444.262,14365.6,0.9106025695800781
3079,2012-10-26,14_98,15782.852,13017.876,18684.256,15397.47,0.9749711155891418
3080,2012-09-07,14_99,152.23715,0.0,325.6423,20.14,-5.558945178985596
3081,2012-09-14,14_99,84.21348,0.0,189.98076,0.06,-1401.5579833984375
3082,2012-09-21,14_99,66.83668,0.0,161.37836,0.0,-inf
3083,2012-09-28,14_99,0.0,0.0,87.15909,0.0,
3084,2012-10-05,14_99,0.0,0.0,59.415596,750.0,0.0
3085,2012-10-12,14_99,0.0,0.0,49.847103,90.0,0.0
3086,2012-10-19,14_99,0.0,0.0,52.50617,0.0,
3087,2012-10-26,14_99,0.0,0.0,30.81967,0.0,
3088,2012-09-07,15_1,9958.833,9047.315,11166.581,10472.32,0.9509671926498413
3089,2012-09-14,15_1,10320.329,9211.888,11185.496,10654.02,0.9686793684959412
3090,2012-09-21,15_1,10026.227,8817.476,11421.427,10048.79,0.9977546334266663
3091,2012-09-28,15_1,10126.85,8415.705,11320.835,10798.38,0.9378119707107544
3092,2012-10-05,15_1,10831.932,9126.617,12884.842,12867.94,0.8417766094207764
3093,2012-10-12,15_1,12944.735,10409.5625,14859.742,13495.91,0.9591598510742188
3094,2012-10-19,15_1,20602.332,11232.569,17170.113,15744.7,0.6914751529693604
3095,2012-10-26,15_1,18968.438,12683.423,21108.191,21677.69,0.8750211596488953
3096,2012-09-07,15_10,11403.611,10372.085,12623.066,10275.39,0.8902015686035156
3097,2012-09-14,15_10,11110.07,9551.065,12542.002,11009.19,0.9908367395401001
3098,2012-09-21,15_10,10779.637,9338.117,11973.964,9967.76,0.9185497164726257
3099,2012-09-28,15_10,11104.145,9413.103,12217.833,10149.66,0.9059590101242065
3100,2012-10-05,15_10,12017.384,10267.557,13736.676,11079.54,0.915353536605835
3101,2012-10-12,15_10,11696.845,10242.119,13295.884,11150.64,0.951015830039978
3102,2012-10-19,15_10,10671.997,9096.799,13067.469,10938.34,0.9756505489349365
3103,2012-10-26,15_10,11714.47,9565.502,13984.035,10591.79,0.8940047025680542
3104,2012-09-07,15_11,11375.787,10422.207,12530.74,11278.34,0.9913597702980042
3105,2012-09-14,15_11,11022.888,9736.817,12293.512,8682.51,0.7304491400718689
3106,2012-09-21,15_11,11442.22,10091.932,12586.6875,10387.12,0.8984223008155823
3107,2012-09-28,15_11,11294.006,10036.443,12675.976,11058.54,0.9787073135375977
3108,2012-10-05,15_11,13808.214,11826.574,15170.029,10153.55,0.6400604248046875
3109,2012-10-12,15_11,13094.336,11154.639,15109.578,11640.45,0.8751005530357361
3110,2012-10-19,15_11,13541.246,11495.855,15331.989,10895.75,0.7571992874145508
3111,2012-10-26,15_11,13223.635,10463.7,15236.723,11254.63,0.8250493407249451
3112,2012-09-07,15_12,4322.9316,3904.5818,4937.6694,4680.24,0.9236559271812439
3113,2012-09-14,15_12,4170.1133,3591.8254,4963.317,3368.89,0.7621698975563049
3114,2012-09-21,15_12,4090.5645,3325.0486,4738.964,3853.64,0.938519299030304
3115,2012-09-28,15_12,3962.5605,3168.64,4808.0537,3553.25,0.8848066926002502
3116,2012-10-05,15_12,4043.9807,3345.039,4696.7227,3543.3,0.8586965203285217
3117,2012-10-12,15_12,4091.539,3170.9204,4878.3306,2899.6,0.5889298915863037
3118,2012-10-19,15_12,3904.9924,3127.756,5000.5376,3171.83,0.7688519358634949
3119,2012-10-26,15_12,3733.6565,2930.3352,4633.554,3493.79,0.9313449263572693
3120,2012-09-07,15_13,20871.416,18848.49,22756.035,20479.14,0.9808450937271118
3121,2012-09-14,15_13,19068.467,17433.938,22044.936,17392.79,0.9036567807197571
3122,2012-09-21,15_13,19400.943,16435.49,21540.281,18454.92,0.948738694190979
3123,2012-09-28,15_13,18947.76,15610.793,21711.223,17267.31,0.9026803374290466
3124,2012-10-05,15_13,20504.744,17209.012,23375.594,18876.11,0.9137197732925415
3125,2012-10-12,15_13,19391.676,15923.981,22151.71,17799.91,0.9105744957923889
3126,2012-10-19,15_13,18380.518,15107.871,21452.75,17714.49,0.9624021053314209
3127,2012-10-26,15_13,17598.95,13948.644,21004.877,17252.06,0.979892909526825
3128,2012-09-07,15_14,10693.626,9740.484,11708.86,8926.55,0.8020426630973816
3129,2012-09-14,15_14,10471.267,9044.043,12024.486,9115.91,0.8513196706771851
3130,2012-09-21,15_14,9877.687,8269.59,11543.366,10058.59,0.9820150136947632
3131,2012-09-28,15_14,10009.082,8631.031,11673.824,10320.69,0.9698073863983154
3132,2012-10-05,15_14,10896.341,8961.291,12660.043,10438.0,0.956089198589325
3133,2012-10-12,15_14,10771.026,9049.216,12629.866,11069.08,0.9730733036994934
3134,2012-10-19,15_14,11291.832,9608.967,12771.061,10777.0,0.9522286057472229
3135,2012-10-26,15_14,10628.812,8593.419,12906.698,9164.35,0.8402001261711121
3136,2012-09-07,15_16,12654.254,11646.604,13588.618,9635.17,0.6866600513458252
3137,2012-09-14,15_16,10874.43,9797.225,11922.231,7331.64,0.5167807340621948
3138,2012-09-21,15_16,9735.296,8414.773,10873.169,5584.87,0.256844699382782
3139,2012-09-28,15_16,8912.47,8001.046,10125.55,5234.16,0.29724931716918945
3140,2012-10-05,15_16,9410.814,8221.412,10486.023,5215.89,0.1957414150238037
3141,2012-10-12,15_16,9360.968,7648.1113,10693.137,4767.3,0.03642141819000244
3142,2012-10-19,15_16,8484.937,7248.9277,9906.835,3389.21,-0.5035145282745361
