,Date,key_Store_Dept,Predictions,p_20,p_80
3104,2012-11-02,15_11,9226.156,5101.0767,15449.901
3105,2012-11-09,15_11,10973.419,2565.7983,16486.562
3106,2012-11-16,15_11,12351.437,3153.316,18566.197
3107,2012-11-23,15_11,15742.683,3223.2654,20925.09
3108,2012-11-30,15_11,9738.273,2848.911,16437.992
3109,2012-12-07,15_11,11626.157,3301.7522,14620.022
3110,2012-12-14,15_11,8614.26,3647.2727,13609.236
3111,2012-12-21,15_11,7820.9575,2964.3184,12076.609
3112,2012-11-02,15_12,3842.778,1953.7345,5759.186
3113,2012-11-09,15_12,2926.4631,1173.4984,5710.554
3114,2012-11-16,15_12,2849.8557,871.17773,5847.243
3115,2012-11-23,15_12,2672.297,674.6685,5348.745
3116,2012-11-30,15_12,3048.2034,1203.866,4490.3916
3117,2012-12-07,15_12,2937.4944,1187.026,4731.9404
3118,2012-12-14,15_12,3007.8506,1041.1096,4322.379
3119,2012-12-21,15_12,2912.733,1225.3545,4313.482
3120,2012-11-02,15_13,17312.047,10872.149,27087.438
3121,2012-11-09,15_13,20323.24,10119.2,28838.014
3122,2012-11-16,15_13,19389.059,7862.2393,30458.064
3123,2012-11-23,15_13,19128.986,9263.641,27904.674
3124,2012-11-30,15_13,17944.824,9479.283,23736.3
3125,2012-12-07,15_13,19054.988,10313.236,27702.533
3126,2012-12-14,15_13,17362.53,10026.401,22827.113
3127,2012-12-21,15_13,19052.93,11415.397,26696.502
3128,2012-11-02,15_14,12840.83,6205.0117,15991.49
3129,2012-11-09,15_14,11200.764,3908.563,17729.383
3130,2012-11-16,15_14,10634.131,3485.9592,17889.617
3131,2012-11-23,15_14,10216.288,1448.8523,17075.307
3132,2012-11-30,15_14,8597.263,1384.7301,14058.071
3133,2012-12-07,15_14,9950.297,3633.1223,12546.71
3134,2012-12-14,15_14,8360.541,2926.1726,12011.491
3135,2012-12-21,15_14,9136.98,4241.5127,11807.011
3136,2012-11-02,15_16,3674.3882,2272.0493,4969.9434
3137,2012-11-09,15_16,4295.5176,2189.285,6000.4814
3138,2012-11-16,15_16,4067.8425,2059.5588,6186.141
3139,2012-11-23,15_16,4454.4863,1701.2114,7213.677
3140,2012-11-30,15_16,4187.9893,1996.9036,6760.7397
3141,2012-12-07,15_16,4717.5815,2189.5215,7136.7407
3142,2012-12-14,15_16,4721.217,2345.2844,7575.2305
3143,2012-12-21,15_16,5059.182,2973.7183,7302.8765
3144,2012-11-02,15_17,11765.223,6465.046,15924.475
3145,2012-11-09,15_17,17123.785,6875.3496,21156.72
3146,2012-11-16,15_17,9277.056,4042.5967,19890.367
3147,2012-11-23,15_17,10686.613,48.150528,17541.752
3148,2012-11-30,15_17,8525.023,1274.3336,14841.741
3149,2012-12-07,15_17,8908.227,1308.2997,13796.184
3150,2012-12-14,15_17,9583.039,3121.6206,14233.588
3151,2012-12-21,15_17,8690.017,3106.4497,12340.747
3152,2012-11-02,15_18,6210.1875,2282.7446,10404.7705
3153,2012-11-09,15_18,5962.6177,1084.4868,9929.911
3154,2012-11-16,15_18,4254.0273,0.0,7862.697
3155,2012-11-23,15_18,2973.415,0.0,6687.0215
3156,2012-11-30,15_18,1993.1023,0.0,4518.335
3157,2012-12-07,15_18,1145.5834,0.0,3117.8645
3158,2012-12-14,15_18,2422.679,0.0,2428.3713
3159,2012-12-21,15_18,327.5656,0.0,1911.8326
3160,2012-11-02,15_19,1305.7932,520.9519,1883.7107
3161,2012-11-09,15_19,1134.3417,269.0988,1829.679
3162,2012-11-16,15_19,1210.6831,374.50388,1900.258
3163,2012-11-23,15_19,1080.391,369.41104,1594.2305
3164,2012-11-30,15_19,874.4789,171.57898,1301.8577
3165,2012-12-07,15_19,745.5811,107.899025,1319.9197
3166,2012-12-14,15_19,821.3911,212.36234,1196.8005
3167,2012-12-21,15_19,781.012,211.56761,1284.4277
3168,2012-11-02,15_2,25570.072,16146.317,35673.875
3169,2012-11-09,15_2,24527.447,11180.592,35423.9
3170,2012-11-16,15_2,28299.203,10899.2295,37364.566
3171,2012-11-23,15_2,23982.39,8013.315,33152.184
3172,2012-11-30,15_2,21743.738,7975.2236,32104.793
3173,2012-12-07,15_2,22349.148,9894.179,29651.707
3174,2012-12-14,15_2,24050.732,11801.323,33768.36
3175,2012-12-21,15_2,22651.49,10786.873,30612.332
3176,2012-11-02,15_20,2308.5903,2039.8396,5794.643
3177,2012-11-09,15_20,3820.258,1471.8783,6405.854
3178,2012-11-16,15_20,3697.8772,1425.3741,5804.895
3179,2012-11-23,15_20,3396.243,852.0511,6181.178
3180,2012-11-30,15_20,2786.9053,782.6663,5081.6616
3181,2012-12-07,15_20,2924.083,741.4462,4882.0215
3182,2012-12-14,15_20,3062.0872,1168.4006,5060.9146
3183,2012-12-21,15_20,2920.3,1366.3291,4850.446
3184,2012-11-02,15_21,3461.439,1702.8201,4384.971
3185,2012-11-09,15_21,4075.71,1352.7394,5153.841
3186,2012-11-16,15_21,3051.9197,1010.2359,4355.9185
3187,2012-11-23,15_21,2802.795,869.06555,4665.966
3188,2012-11-30,15_21,2220.5312,429.22415,3479.4417
3189,2012-12-07,15_21,4322.7456,537.8887,3536.134
3190,2012-12-14,15_21,2079.5527,705.3528,3290.1658
3191,2012-12-21,15_21,1894.5797,870.2364,2966.071
3192,2012-11-02,15_22,8218.021,4278.4736,11809.103
3193,2012-11-09,15_22,8829.948,3649.3638,11694.099
3194,2012-11-16,15_22,6219.9976,2048.4265,11080.358
3195,2012-11-23,15_22,6641.254,2026.854,11229.452
3196,2012-11-30,15_22,7170.935,1911.1616,10368.484
3197,2012-12-07,15_22,8833.081,2715.7957,10031.152
3198,2012-12-14,15_22,6367.328,2942.5627,9470.458
3199,2012-12-21,15_22,6495.0283,3517.6514,9139.648
3200,2012-11-02,15_23,21861.99,12334.133,32032.64
3201,2012-11-09,15_23,23399.115,9494.367,34823.844
3202,2012-11-16,15_23,24594.115,10409.547,37832.62
3203,2012-11-23,15_23,18847.156,7213.2275,31676.592
3204,2012-11-30,15_23,16218.1,6767.2246,28654.133
3205,2012-12-07,15_23,16858.582,5840.139,28350.682
3206,2012-12-14,15_23,15402.327,6169.768,24913.309
3207,2012-12-21,15_23,15209.406,6542.15,23329.006
3208,2012-11-02,15_24,4594.3716,2679.385,7643.6733
3209,2012-11-09,15_24,4079.4377,1599.1877,7583.14
3210,2012-11-16,15_24,4637.715,1759.978,7391.4556
3211,2012-11-23,15_24,4609.704,1792.3934,7329.8584
3212,2012-11-30,15_24,3792.6328,1785.3788,5721.3267
3213,2012-12-07,15_24,4619.797,2709.356,6734.3086
3214,2012-12-14,15_24,4703.1245,2915.4636,6674.371
3215,2012-12-21,15_24,4920.523,3478.7412,7004.6504
3216,2012-11-02,15_25,8667.532,4909.0303,12902.73
3217,2012-11-09,15_25,9367.562,4852.1304,13906.114
3218,2012-11-16,15_25,8367.581,2899.6401,12405.683
3219,2012-11-23,15_25,8892.65,3488.7856,14512.728
3220,2012-11-30,15_25,8350.794,2765.6704,12355.947
3221,2012-12-07,15_25,6840.275,3181.0562,10442.38
3222,2012-12-14,15_25,8184.2124,3804.493,13360.549
3223,2012-12-21,15_25,7899.537,4012.966,11131.379
3224,2012-11-02,15_26,5782.5386,3305.1975,8905.38
3225,2012-11-09,15_26,5835.4062,2483.323,8716.7
3226,2012-11-16,15_26,7068.0454,1776.5997,10127.942
3227,2012-11-23,15_26,5483.2627,1230.1229,9234.572
3228,2012-11-30,15_26,4567.94,1059.4988,7761.897
3229,2012-12-07,15_26,4942.0776,1623.2147,7619.129
3230,2012-12-14,15_26,3973.2856,1405.4169,6555.937
3231,2012-12-21,15_26,4047.5088,1522.1554,6647.377
3232,2012-11-02,15_27,1629.6748,714.56165,2874.0215
3233,2012-11-09,15_27,1771.2534,234.21072,3325.4893
3234,2012-11-16,15_27,1446.473,0.0,2402.7244
3235,2012-11-23,15_27,1549.1897,29.087805,2287.3352
3236,2012-11-30,15_27,909.34155,0.0,1823.7562
3237,2012-12-07,15_27,908.205,0.0,1811.386
3238,2012-12-14,15_27,1071.739,58.061764,1663.5367
3239,2012-12-21,15_27,1091.0146,227.44945,1821.5044
3240,2012-11-02,15_28,901.5335,172.01997,1566.5837
3241,2012-11-09,15_28,747.23224,135.21375,1302.1974
3242,2012-11-16,15_28,960.93286,7.4872723,1396.0629
3243,2012-11-23,15_28,707.1746,8.428197,1038.4573
3244,2012-11-30,15_28,205.95891,15.85143,877.5665
3245,2012-12-07,15_28,534.3427,1.0318725,698.137
3246,2012-12-14,15_28,462.55542,0.0,674.6421
3247,2012-12-21,15_28,369.59012,54.99577,773.0538
3248,2012-11-02,15_29,4424.045,1923.4198,5622.033
3249,2012-11-09,15_29,3158.8213,1336.7815,5088.6587
3250,2012-11-16,15_29,3790.2195,1445.9653,6136.1924
3251,2012-11-23,15_29,1081.0653,655.22144,4512.8936
3252,2012-11-30,15_29,2047.3378,242.13263,3880.3784
3253,2012-12-07,15_29,2353.0857,693.50037,4359.9175
3254,2012-12-14,15_29,2823.0222,1227.0159,4736.4507
3255,2012-12-21,15_29,2668.4082,1225.1638,4785.629
3256,2012-11-02,15_3,7021.97,5136.9062,9117.612
3257,2012-11-09,15_3,8401.776,5709.4272,10353.606
3258,2012-11-16,15_3,10163.684,5476.341,13388.897
3259,2012-11-23,15_3,10686.079,6170.341,13263.936
3260,2012-11-30,15_3,10628.665,6066.6562,13662.086
3261,2012-12-07,15_3,10359.228,6518.205,14474.007
3262,2012-12-14,15_3,10864.392,6100.0166,15081.424
3263,2012-12-21,15_3,10022.557,6445.1987,14281.301
3264,2012-11-02,15_30,1762.7238,858.9191,3052.1143
3265,2012-11-09,15_30,1852.9265,954.779,3192.7087
3266,2012-11-16,15_30,1856.8119,739.33075,3219.5503
3267,2012-11-23,15_30,1509.4404,646.921,2888.9473
3268,2012-11-30,15_30,1847.8611,714.1626,3006.6836
3269,2012-12-07,15_30,1667.3916,728.8659,2761.3513
3270,2012-12-14,15_30,1807.7872,990.60535,2760.08
3271,2012-12-21,15_30,1838.4263,771.48706,2891.29
3272,2012-11-02,15_31,2059.5898,996.5418,3182.997
3273,2012-11-09,15_31,2615.1492,965.2035,3816.987
3274,2012-11-16,15_31,2455.0356,881.2529,3649.436
3275,2012-11-23,15_31,2329.244,959.3771,3313.8616
3276,2012-11-30,15_31,2227.9104,908.1152,3408.55
3277,2012-12-07,15_31,2251.6755,1020.27924,3272.0972
3278,2012-12-14,15_31,2060.473,1180.3722,3057.9
3279,2012-12-21,15_31,2007.2996,1008.29095,3036.5186
3280,2012-11-02,15_32,3910.6282,1932.3564,6745.7334
3281,2012-11-09,15_32,6838.7383,1740.0966,8204.407
3282,2012-11-16,15_32,3713.0063,1478.1647,6531.603
3283,2012-11-23,15_32,3142.7515,689.27454,6188.234
3284,2012-11-30,15_32,3109.9216,667.30365,5911.196
3285,2012-12-07,15_32,2980.7634,65.89342,5103.1016
3286,2012-12-14,15_32,2844.0186,337.65887,4657.3
3287,2012-12-21,15_32,3013.2913,898.11206,4879.266
3288,2012-11-02,15_33,6004.2017,3914.945,9016.785
3289,2012-11-09,15_33,5691.7427,2921.1885,8644.484
3290,2012-11-16,15_33,5315.7783,2180.4407,8064.9536
3291,2012-11-23,15_33,5040.687,2260.3926,7916.5312
3292,2012-11-30,15_33,5273.8423,2493.988,7223.271
3293,2012-12-07,15_33,4228.942,1594.0323,6532.567
3294,2012-12-14,15_33,4470.1963,2154.5964,6634.609
3295,2012-12-21,15_33,3850.0671,1741.9497,6274.1675
3296,2012-11-02,15_34,15905.798,9099.02,21060.99
3297,2012-11-09,15_34,14573.459,6111.555,22953.865
3298,2012-11-16,15_34,13799.281,3117.2434,21926.996
3299,2012-11-23,15_34,10846.296,1529.2589,19161.6
3300,2012-11-30,15_34,9625.806,2418.8713,13934.318
3301,2012-12-07,15_34,9713.919,2915.1895,14213.061
3302,2012-12-14,15_34,10486.129,3972.5417,12104.939
3303,2012-12-21,15_34,9338.036,4411.6865,13899.585
3304,2012-11-02,15_35,2161.1057,560.01184,3754.5955
3305,2012-11-09,15_35,2011.3907,40.778805,4083.3455
3306,2012-11-16,15_35,2126.5754,39.799995,3416.5283
3307,2012-11-23,15_35,1464.7573,0.0,2790.3804
3308,2012-11-30,15_35,1684.3927,122.48962,2939.9778
3309,2012-12-07,15_35,1483.2974,196.4178,2461.854
3310,2012-12-14,15_35,1445.4982,343.25006,2527.0728
3311,2012-12-21,15_35,1609.475,529.14954,2558.3723
3312,2012-11-02,15_36,1305.093,403.215,2072.5625
3313,2012-11-09,15_36,1196.3058,234.07364,2142.765
3314,2012-11-16,15_36,1178.7646,36.238018,2249.452
3315,2012-11-23,15_36,750.19116,0.0,1468.8405
3316,2012-11-30,15_36,704.9253,0.0,1364.6404
3317,2012-12-07,15_36,857.44836,0.0,1541.4944
3318,2012-12-14,15_36,584.7355,0.0,1359.7307
3319,2012-12-21,15_36,577.72437,0.0,1186.8903
3320,2012-11-02,15_37,637.6594,110.18374,1045.184
3321,2012-11-09,15_37,1061.6301,449.1688,1577.225
3322,2012-11-16,15_37,1404.071,720.93677,2029.0822
3323,2012-11-23,15_37,1707.5408,938.1813,2482.2642
3324,2012-11-30,15_37,2074.2085,1080.1469,2820.6008
3325,2012-12-07,15_37,2549.968,1390.2708,3436.4197
3326,2012-12-14,15_37,3027.9773,1875.9817,4152.724
3327,2012-12-21,15_37,3369.682,1805.4519,4539.5737
3328,2012-11-02,15_38,48955.695,27197.84,69770.37
3329,2012-11-09,15_38,56968.89,33103.44,75779.16
3330,2012-11-16,15_38,57343.78,27236.926,79989.44
3331,2012-11-23,15_38,59406.703,27404.12,79640.664
3332,2012-11-30,15_38,54903.96,22269.857,77425.93
3333,2012-12-07,15_38,54610.605,26980.23,79213.83
3334,2012-12-14,15_38,40033.266,20779.777,58834.758
3335,2012-12-21,15_38,43653.65,26255.37,58604.586
3336,2012-11-02,15_4,12025.352,7137.496,19460.24
3337,2012-11-09,15_4,14977.894,8394.259,22358.74
3338,2012-11-16,15_4,15659.875,5767.584,25006.064
3339,2012-11-23,15_4,14324.254,5864.8013,23200.605
3340,2012-11-30,15_4,9839.347,4938.733,20362.525
3341,2012-12-07,15_4,9899.726,3914.8237,17142.68
3342,2012-12-14,15_4,11674.02,6021.639,16859.092
3343,2012-12-21,15_4,10804.353,5923.807,16978.816
3344,2012-11-02,15_40,33299.484,19961.154,42969.594
3345,2012-11-09,15_40,34415.81,18618.799,45124.098
3346,2012-11-16,15_40,37019.508,17364.893,55856.37
3347,2012-11-23,15_40,37895.215,13674.851,53707.754
3348,2012-11-30,15_40,33866.48,12082.646,47298.74
3349,2012-12-07,15_40,4819.486,10206.879,40396.035
3350,2012-12-14,15_40,28362.545,13397.385,38318.473
3351,2012-12-21,15_40,24332.752,15429.777,33096.887
3352,2012-11-02,15_41,1850.8578,1130.1323,2823.0234
3353,2012-11-09,15_41,1890.8579,711.45825,3254.9475
3354,2012-11-16,15_41,1888.9515,461.31662,3307.6865
3355,2012-11-23,15_41,1640.505,451.43613,2740.4314
3356,2012-11-30,15_41,1708.1996,564.716,2574.8545
3357,2012-12-07,15_41,1689.7278,640.4542,2620.3127
3358,2012-12-14,15_41,1912.904,625.70056,2602.5386
3359,2012-12-21,15_41,1880.0007,924.687,2872.727
3360,2012-11-02,15_42,4654.178,2340.207,6821.0693
3361,2012-11-09,15_42,5264.4775,1505.2454,7633.1396
3362,2012-11-16,15_42,4024.1265,920.8778,5956.5303
3363,2012-11-23,15_42,3618.9429,465.631,5664.423
3364,2012-11-30,15_42,3898.9856,980.5741,5696.73
3365,2012-12-07,15_42,3241.5276,1119.7069,5249.102
3366,2012-12-14,15_42,3140.6396,1237.9708,5112.5894
3367,2012-12-21,15_42,3168.334,1366.1519,4873.57
3368,2012-11-02,15_43,611.09106,50.87562,1109.2245
3369,2012-11-09,15_43,911.9137,152.91241,1729.7991
3370,2012-11-16,15_43,1372.0027,582.3843,2218.316
3371,2012-11-23,15_43,1613.4702,839.87854,2300.2793
3372,2012-11-30,15_43,2039.2031,1158.8054,2824.41
3373,2012-12-07,15_43,2442.5557,1327.0753,3616.255
3374,2012-12-14,15_43,2827.7085,1838.7646,4015.4219
3375,2012-12-21,15_43,3103.094,1864.4541,4557.468
3376,2012-11-02,15_44,4332.9497,2109.6077,6771.587
3377,2012-11-09,15_44,4293.1255,1035.9062,7043.511
3378,2012-11-16,15_44,2479.184,0.0,6188.8687
3379,2012-11-23,15_44,2874.0874,0.0,5679.5527
3380,2012-11-30,15_44,2710.912,0.0,4491.115
3381,2012-12-07,15_44,2734.2742,396.82306,4881.8716
3382,2012-12-14,15_44,2250.1123,247.17896,3917.8552
3383,2012-12-21,15_44,2345.878,132.62581,4187.284
3384,2012-11-02,15_45,687.90826,226.95271,1091.7292
3385,2012-11-09,15_45,1097.9481,561.0955,1677.6053
3386,2012-11-16,15_45,1352.8514,701.37885,1954.4083
3387,2012-11-23,15_45,1767.3914,831.01044,2600.2334
3388,2012-11-30,15_45,2176.4355,1086.2454,3120.879
3389,2012-12-07,15_45,2542.9143,1501.2262,3482.162
3390,2012-12-14,15_45,3002.0967,1752.0964,4545.475
3391,2012-12-21,15_45,3446.8682,2011.5278,4671.3315
3392,2012-11-02,15_46,11842.933,7230.3423,15777.805
3393,2012-11-09,15_46,12090.695,5557.0215,18237.625
3394,2012-11-16,15_46,12898.434,3001.1597,18924.615
3395,2012-11-23,15_46,10367.793,3697.5725,16862.121
3396,2012-11-30,15_46,10523.255,3271.4692,16953.338
3397,2012-12-07,15_46,9469.936,2917.6472,14888.521
3398,2012-12-14,15_46,9366.854,2236.0105,12283.679
3399,2012-12-21,15_46,9289.438,2240.715,13019.873
3400,2012-11-02,15_47,665.49756,74.78076,1231.1302
3401,2012-11-09,15_47,924.2849,284.34436,1516.0519
3402,2012-11-16,15_47,1450.2097,583.27893,2384.019
3403,2012-11-23,15_47,1694.5609,720.0599,2669.2986
3404,2012-11-30,15_47,2158.3708,1054.743,3256.926
3405,2012-12-07,15_47,2624.805,1363.2604,3786.1401
3406,2012-12-14,15_47,3035.03,1553.4539,4370.753
3407,2012-12-21,15_47,3587.4695,1983.4498,5244.18
3408,2012-11-02,15_48,837.7285,281.27148,1389.7177
3409,2012-11-09,15_48,975.0558,215.5944,1731.9131
3410,2012-11-16,15_48,1459.9639,619.0976,2235.4065
3411,2012-11-23,15_48,1881.9636,952.91583,2894.825
3412,2012-11-30,15_48,2264.501,1101.4261,3462.9585
3413,2012-12-07,15_48,2545.393,1409.4211,3682.2317
3414,2012-12-14,15_48,3046.564,1819.383,4351.9736
3415,2012-12-21,15_48,3746.732,2201.5432,5085.263
3416,2012-11-02,15_49,11136.568,6759.1685,15886.509
3417,2012-11-09,15_49,14160.347,5586.46,20501.0
3418,2012-11-16,15_49,12302.488,2616.7214,16499.121
3419,2012-11-23,15_49,13990.575,2122.483,19961.193
3420,2012-11-30,15_49,6567.696,0.0,13846.23
3421,2012-12-07,15_49,8190.8174,454.0315,13964.403
3422,2012-12-14,15_49,6524.56,0.0,12791.774
3423,2012-12-21,15_49,6755.803,1211.8044,11647.846
3424,2012-11-02,15_5,22093.223,8299.995,26969.814
3425,2012-11-09,15_5,13710.521,4166.0835,27463.637
3426,2012-11-16,15_5,17587.822,3952.8906,28409.146
3427,2012-11-23,15_5,10658.497,0.0,19639.55
3428,2012-11-30,15_5,12282.303,3231.9968,20190.596
3429,2012-12-07,15_5,9352.141,1504.5339,15608.507
3430,2012-12-14,15_5,9842.106,2790.2563,16190.827
3431,2012-12-21,15_5,9566.111,3803.4775,15113.997
3432,2012-11-02,15_50,2275.1716,1184.9567,3415.1216
3433,2012-11-09,15_50,1977.8534,651.9159,3659.044
3434,2012-11-16,15_50,2143.494,532.4128,3392.034
3435,2012-11-23,15_50,2096.603,395.73074,3473.189
3436,2012-11-30,15_50,1320.3322,58.385754,2874.4214
3437,2012-12-07,15_50,1652.136,437.51376,2828.8293
3438,2012-12-14,15_50,2019.297,536.78345,3423.4558
3439,2012-12-21,15_50,2109.9539,860.5478,3258.3694
3440,2012-11-02,15_51,796.00635,286.72577,1194.7295
3441,2012-11-09,15_51,1207.3293,430.84314,1746.971
3442,2012-11-16,15_51,1659.1375,527.3761,2481.2908
3443,2012-11-23,15_51,1830.0479,810.888,2835.2532
3444,2012-11-30,15_51,2349.4133,1143.3033,3574.3252
3445,2012-12-07,15_51,2885.995,1410.6733,3968.8984
3446,2012-12-14,15_51,3563.9897,1743.3298,4436.8916
3447,2012-12-21,15_51,3584.5938,2075.386,4781.821
3448,2012-11-02,15_52,1610.7742,757.7888,2394.0535
3449,2012-11-09,15_52,1342.8472,307.71445,2510.2476
3450,2012-11-16,15_52,1111.3221,100.4267,1964.5602
3451,2012-11-23,15_52,1092.4558,51.380463,1733.84
3452,2012-11-30,15_52,1083.7817,0.0,1875.6227
3453,2012-12-07,15_52,1078.9652,167.00584,1588.601
3454,2012-12-14,15_52,1002.3922,263.978,1531.673
3455,2012-12-21,15_52,897.8247,187.58228,1568.8925
3456,2012-11-02,15_54,8.757724,0.0,17.82618
3457,2012-11-09,15_54,5.107913,0.0,12.03855
3458,2012-11-16,15_54,7.612467,0.0,9.783823
3459,2012-11-23,15_54,1.0201788,0.0,7.484767
3460,2012-11-30,15_54,3.5778046,0.0,7.971011
3461,2012-12-07,15_54,3.6643863,0.0,8.41842
3462,2012-12-14,15_54,3.9147892,0.0,8.535462
3463,2012-12-21,15_54,4.8363466,0.0,8.810783
3464,2012-11-02,15_55,4409.08,1769.8431,7748.011
3465,2012-11-09,15_55,4377.1294,237.25021,8352.388
3466,2012-11-16,15_55,4487.458,157.15758,8152.2896
3467,2012-11-23,15_55,2395.478,179.0731,8092.4097
3468,2012-11-30,15_55,2396.132,0.0,5216.152
3469,2012-12-07,15_55,2054.126,0.0,4338.5054
3470,2012-12-14,15_55,2334.7961,303.56836,4055.6023
3471,2012-12-21,15_55,2071.063,385.95267,3925.2656
3472,2012-11-02,15_56,955.7887,522.32526,1646.3636
3473,2012-11-09,15_56,1223.2251,566.88745,1932.0333
3474,2012-11-16,15_56,1363.3838,578.4788,2008.5587
3475,2012-11-23,15_56,1422.7764,613.0255,2256.1863
3476,2012-11-30,15_56,1522.6469,850.87415,2104.2976
3477,2012-12-07,15_56,1571.465,735.9597,2390.5166
3478,2012-12-14,15_56,1759.6517,918.90753,2533.8079
3479,2012-12-21,15_56,1828.4191,1024.0428,2689.6245
3480,2012-11-02,15_58,960.194,295.86533,1635.1648
3481,2012-11-09,15_58,734.9537,51.89391,1523.5703
3482,2012-11-16,15_58,772.4405,11.887512,1277.9106
3483,2012-11-23,15_58,421.54245,0.0,802.5504
3484,2012-11-30,15_58,408.86877,0.0,749.1607
3485,2012-12-07,15_58,288.4697,0.0,682.15204
3486,2012-12-14,15_58,305.9702,0.0,474.41663
3487,2012-12-21,15_58,255.5071,0.0,502.202
3488,2012-11-02,15_59,95.95682,33.136402,136.48903
3489,2012-11-09,15_59,76.98956,22.312136,145.99957
3490,2012-11-16,15_59,82.52009,9.754681,148.14998
3491,2012-11-23,15_59,85.24094,7.2732267,150.65974
3492,2012-11-30,15_59,71.73549,1.2838329,140.86143
3493,2012-12-07,15_59,65.65689,0.0,131.84036
3494,2012-12-14,15_59,70.15021,0.0,117.8571
3495,2012-12-21,15_59,98.126884,0.0,126.63684
3496,2012-11-02,15_6,1789.121,980.6706,2735.438
3497,2012-11-09,15_6,1589.3042,352.2562,2608.4783
3498,2012-11-16,15_6,1778.7728,185.04855,3130.071
3499,2012-11-23,15_6,1782.3109,588.80597,2425.8308
3500,2012-11-30,15_6,1720.3578,552.7614,2844.2898
3501,2012-12-07,15_6,1803.7764,312.14032,3006.9226
3502,2012-12-14,15_6,1694.1631,338.273,2903.1248
3503,2012-12-21,15_6,1615.6436,221.15149,2535.4275
3504,2012-11-02,15_60,75.64182,39.24763,118.94226
3505,2012-11-09,15_60,80.30201,30.718842,137.79651
3506,2012-11-16,15_60,78.2921,19.67033,144.62938
3507,2012-11-23,15_60,76.49244,19.72883,155.6797
3508,2012-11-30,15_60,78.00168,7.0102763,139.87062
3509,2012-12-07,15_60,87.48895,14.610856,134.161
3510,2012-12-14,15_60,72.086365,22.721409,124.05766
3511,2012-12-21,15_60,55.98856,8.829847,137.03333
3512,2012-11-02,15_67,5930.7974,3311.6213,8280.243
3513,2012-11-09,15_67,6615.3667,2001.0359,10648.554
3514,2012-11-16,15_67,10087.557,1056.409,10628.703
3515,2012-11-23,15_67,4412.8755,587.6009,8503.959
3516,2012-11-30,15_67,3709.2827,802.4226,7015.2256
3517,2012-12-07,15_67,3803.3196,792.5301,6546.3203
3518,2012-12-14,15_67,3014.4204,1174.0917,5592.398
3519,2012-12-21,15_67,3169.0718,1281.87,5713.7124
3520,2012-11-02,15_7,19320.32,13083.036,31093.363
3521,2012-11-09,15_7,17955.193,6179.117,29016.22
3522,2012-11-16,15_7,14105.652,4625.7856,23897.506
3523,2012-11-23,15_7,16450.494,677.27484,25623.91
3524,2012-11-30,15_7,14160.081,2308.3013,21351.547
3525,2012-12-07,15_7,11207.546,2959.845,21544.938
3526,2012-12-14,15_7,11206.723,3008.6448,18926.219
3527,2012-12-21,15_7,11314.157,3689.1826,18546.898
3528,2012-11-02,15_71,4390.2207,2273.9543,6367.145
3529,2012-11-09,15_71,5011.6104,1301.7458,6331.0537
3530,2012-11-16,15_71,4008.7124,940.8911,6856.003
3531,2012-11-23,15_71,3784.1895,1207.3815,5372.612
3532,2012-11-30,15_71,3608.1052,888.5228,5256.003
3533,2012-12-07,15_71,2596.8376,409.98694,4248.6167
3534,2012-12-14,15_71,2506.754,892.5076,4170.7056
3535,2012-12-21,15_71,2596.073,530.04144,4384.9897
3536,2012-11-02,15_72,33621.26,24388.27,45407.72
3537,2012-11-09,15_72,37256.547,19610.111,53677.973
3538,2012-11-16,15_72,34721.5,18268.89,53477.69
3539,2012-11-23,15_72,35248.84,15104.51,53612.934
3540,2012-11-30,15_72,39415.44,17576.082,54469.64
3541,2012-12-07,15_72,32529.287,16027.593,47920.7
3542,2012-12-14,15_72,33608.824,19033.566,42754.52
3543,2012-12-21,15_72,30422.178,16417.834,42384.215
3544,2012-11-02,15_74,12228.608,7492.2495,17860.977
3545,2012-11-09,15_74,11932.225,6003.6255,20365.197
3546,2012-11-16,15_74,11594.338,4460.2285,19660.057
3547,2012-11-23,15_74,12172.635,4260.779,17192.445
3548,2012-11-30,15_74,9884.511,4245.32,15676.327
3549,2012-12-07,15_74,11414.341,6169.8887,15917.496
3550,2012-12-14,15_74,10785.523,5733.019,16140.985
3551,2012-12-21,15_74,11007.898,6582.233,15407.929
3552,2012-11-02,15_77,630.2774,100.00111,1092.2917
3553,2012-11-09,15_77,919.68994,395.09375,1289.8257
3554,2012-11-16,15_77,1208.7646,516.4983,1909.9592
3555,2012-11-23,15_77,1520.6876,844.829,2180.7302
3556,2012-11-30,15_77,1889.0211,908.42896,2675.0425
3557,2012-12-07,15_77,2285.6309,1279.6099,3209.5547
3558,2012-12-14,15_77,2642.0247,1422.6794,3772.1467
3559,2012-12-21,15_77,3123.519,1631.4767,4378.853
3560,2012-11-02,15_78,772.3938,282.57388,1197.9524
3561,2012-11-09,15_78,892.5578,392.3774,1613.1738
3562,2012-11-16,15_78,1418.555,573.7531,2339.5164
3563,2012-11-23,15_78,1933.2422,764.1863,2870.4949
3564,2012-11-30,15_78,2427.6907,1227.5475,3068.8665
3565,2012-12-07,15_78,2863.451,1447.5579,3855.7673
3566,2012-12-14,15_78,3231.075,1812.455,4502.2617
3567,2012-12-21,15_78,3895.0688,2252.9705,5230.372
3568,2012-11-02,15_79,6681.189,4013.375,11474.532
