,Date,key_Store_Dept,pred,p_20,p_80
5923,2012-11-23,19_52,1543.1814,594.23456,2456.555
5924,2012-11-30,19_52,388.43118,292.20056,1943.7501
5925,2012-12-07,19_52,1432.7074,461.0502,2134.9675
5926,2012-12-14,19_52,1542.7777,157.57895,2028.8441
5927,2012-12-21,19_52,1093.2957,103.031,1873.2673
5928,2012-11-02,19_54,17.450203,5.302162,27.18528
5929,2012-11-09,19_54,16.098417,0.0,30.093672
5930,2012-11-16,19_54,2.642235,0.0,18.905846
5931,2012-11-23,19_54,2.1343725,0.0,16.032125
5932,2012-11-30,19_54,3.3333478,0.0,11.973587
5933,2012-12-07,19_54,5.1848035,0.0,12.735026
5934,2012-12-14,19_54,2.2975492,0.0,13.03393
5935,2012-12-21,19_54,2.4098938,0.0,14.475304
5936,2012-11-02,19_55,10635.685,8290.14,13471.361
5937,2012-11-09,19_55,10243.236,7405.0024,14149.222
5938,2012-11-16,19_55,10386.412,5862.8145,12533.466
5939,2012-11-23,19_55,9492.569,4672.6294,14307.796
5940,2012-11-30,19_55,9552.666,5247.9854,13479.775
5941,2012-12-07,19_55,9515.598,5437.7456,13427.041
5942,2012-12-14,19_55,9715.477,5317.061,13000.605
5943,2012-12-21,19_55,9765.122,4229.0107,14265.99
5944,2012-11-02,19_56,1878.3218,1248.3246,2535.352
5945,2012-11-09,19_56,1946.8285,1341.0928,2572.4243
5946,2012-11-16,19_56,2107.9858,1413.2808,2844.2869
5947,2012-11-23,19_56,1959.1172,834.346,3110.1191
5948,2012-11-30,19_56,2235.481,1030.0128,3298.6685
5949,2012-12-07,19_56,2086.92,794.40845,3785.5273
5950,2012-12-14,19_56,1678.2013,686.3089,2990.5977
5951,2012-12-21,19_56,1839.3363,671.1639,2925.375
5952,2012-11-02,19_58,7909.4077,5021.7075,10954.78
5953,2012-11-09,19_58,8003.8687,4273.8223,11594.256
5954,2012-11-16,19_58,7788.629,3172.782,11404.216
5955,2012-11-23,19_58,6860.6494,2964.4639,10377.764
5956,2012-11-30,19_58,521.6396,1134.5223,9195.49
5957,2012-12-07,19_58,4603.9004,1430.0815,8751.198
5958,2012-12-14,19_58,5328.741,791.12115,9896.694
5959,2012-12-21,19_58,3597.0112,658.25543,5848.3965
5960,2012-11-02,19_59,253.61752,130.87247,428.9666
5961,2012-11-09,19_59,248.0712,105.47583,477.98526
5962,2012-11-16,19_59,164.27461,0.0,417.90942
5963,2012-11-23,19_59,212.78883,0.0,405.5328
5964,2012-11-30,19_59,172.47015,0.0,402.53552
5965,2012-12-07,19_59,158.09174,0.0,341.35117
5966,2012-12-14,19_59,280.8813,0.0,298.05847
5967,2012-12-21,19_59,89.18308,0.0,260.79425
5968,2012-11-02,19_6,4128.7754,2932.468,5424.2925
5969,2012-11-09,19_6,4573.62,2191.5168,6305.0728
5970,2012-11-16,19_6,4550.9404,2161.826,5842.8125
5971,2012-11-23,19_6,4191.1143,2004.7891,5656.9565
5972,2012-11-30,19_6,4681.7295,2249.3516,6206.0303
5973,2012-12-07,19_6,4565.686,1851.8727,6851.4634
5974,2012-12-14,19_6,4323.629,1331.0946,6087.104
5975,2012-12-21,19_6,2933.5093,751.11163,5913.378
5976,2012-11-02,19_60,410.97113,225.58546,637.38995
5977,2012-11-09,19_60,435.1677,164.97232,657.47736
5978,2012-11-16,19_60,444.73163,80.58936,744.9466
5979,2012-11-23,19_60,344.03946,57.997295,660.96295
5980,2012-11-30,19_60,394.93927,26.792852,696.20166
5981,2012-12-07,19_60,450.68292,0.0,659.34534
5982,2012-12-14,19_60,241.95331,0.0,657.41595
5983,2012-12-21,19_60,280.09372,0.0,586.6403
5984,2012-11-02,19_67,11774.281,9016.961,15284.113
5985,2012-11-09,19_67,11472.758,7421.1543,16259.156
5986,2012-11-16,19_67,11782.44,6277.554,17529.0
5987,2012-11-23,19_67,11026.775,5738.997,15454.653
5988,2012-11-30,19_67,11847.284,4004.3936,17190.467
5989,2012-12-07,19_67,9591.287,4909.2383,14167.338
5990,2012-12-14,19_67,6810.1333,4097.296,12408.965
5991,2012-12-21,19_67,9158.494,3592.2615,13845.202
5992,2012-11-02,19_7,26440.902,19561.91,30300.295
5993,2012-11-09,19_7,25458.61,18783.688,31462.943
5994,2012-11-16,19_7,25855.67,17859.229,33538.652
5995,2012-11-23,19_7,24326.16,15027.664,32987.426
5996,2012-11-30,19_7,23334.973,15362.814,30821.797
5997,2012-12-07,19_7,23801.14,16382.351,34010.17
5998,2012-12-14,19_7,23013.135,14884.764,30441.932
5999,2012-12-21,19_7,24917.627,14181.895,32180.934
6000,2012-11-02,19_71,4779.9224,3349.1719,6088.856
6001,2012-11-09,19_71,5374.3286,3443.34,6680.2983
6002,2012-11-16,19_71,5645.1787,3178.569,7244.613
6003,2012-11-23,19_71,5115.3564,2928.2544,7164.2925
6004,2012-11-30,19_71,5597.5967,1930.0956,6605.016
6005,2012-12-07,19_71,5045.7983,2791.2415,6793.5225
6006,2012-12-14,19_71,5111.266,2172.6882,7257.667
6007,2012-12-21,19_71,5527.3423,2511.2239,6833.136
6008,2012-11-02,19_72,67682.23,57336.516,78531.984
6009,2012-11-09,19_72,65446.004,50337.62,78412.93
6010,2012-11-16,19_72,68346.25,52275.457,84037.6
6011,2012-11-23,19_72,68889.67,45154.098,82033.016
6012,2012-11-30,19_72,59071.16,38682.574,74768.39
6013,2012-12-07,19_72,58147.07,35380.63,77325.57
6014,2012-12-14,19_72,63225.906,36804.953,78639.125
6015,2012-12-21,19_72,58933.516,30566.629,78345.945
6016,2012-11-02,19_74,17060.785,14176.747,21156.254
6017,2012-11-09,19_74,16955.463,12200.558,22242.176
6018,2012-11-16,19_74,17289.06,11618.952,24313.904
6019,2012-11-23,19_74,17557.596,11474.222,23759.668
6020,2012-11-30,19_74,16967.213,10226.9,23177.156
6021,2012-12-07,19_74,16604.18,8734.6875,23115.064
6022,2012-12-14,19_74,17851.61,9401.266,24490.414
6023,2012-12-21,19_74,19692.71,9870.612,24252.488
6024,2012-11-02,19_77,133.94994,0.0,726.7967
6025,2012-11-09,19_77,110.180725,0.0,779.5103
6026,2012-11-16,19_77,114.86221,0.0,868.7275
6027,2012-11-23,19_77,124.6771,0.0,944.62494
6028,2012-11-30,19_77,19.400185,0.0,760.1516
6029,2012-12-07,19_77,0.0,0.0,823.4167
6030,2012-12-14,19_77,0.0,0.0,921.5322
6031,2012-12-21,19_77,0.0,0.0,749.14386
6032,2012-11-02,19_78,25.187855,0.0,615.263
6033,2012-11-09,19_78,0.0,0.0,690.4774
6034,2012-11-16,19_78,188.41844,0.0,853.02594
6035,2012-11-23,19_78,0.0,0.0,625.38055
6036,2012-11-30,19_78,0.0,0.0,616.72186
6037,2012-12-07,19_78,0.0,0.0,669.3001
6038,2012-12-14,19_78,0.0,0.0,619.80865
6039,2012-12-21,19_78,0.0,0.0,557.66833
6040,2012-11-02,19_79,21640.777,15768.863,23511.873
6041,2012-11-09,19_79,21353.314,13600.157,24928.48
6042,2012-11-16,19_79,19737.846,12311.334,25823.771
6043,2012-11-23,19_79,18509.22,10968.521,25418.797
6044,2012-11-30,19_79,17852.338,11174.508,23955.361
6045,2012-12-07,19_79,17484.297,10858.866,22465.508
6046,2012-12-14,19_79,17617.785,9287.492,23806.996
6047,2012-12-21,19_79,10821.895,9391.162,25565.5
6048,2012-11-02,19_8,44671.727,35724.414,52783.617
6049,2012-11-09,19_8,43427.61,34995.387,53406.906
6050,2012-11-16,19_8,46092.44,31462.24,55344.78
6051,2012-11-23,19_8,43047.254,27867.365,55085.914
6052,2012-11-30,19_8,45427.53,25657.633,55827.867
6053,2012-12-07,19_8,43325.344,25036.537,58705.406
6054,2012-12-14,19_8,39838.523,22450.047,56306.87
6055,2012-12-21,19_8,38045.97,20951.959,59807.777
6056,2012-11-02,19_80,21995.693,18218.713,25836.287
6057,2012-11-09,19_80,22299.28,17265.2,26378.568
6058,2012-11-16,19_80,23587.46,16837.129,28482.021
6059,2012-11-23,19_80,22453.697,13926.862,26529.803
6060,2012-11-30,19_80,20861.47,12728.939,29468.463
6061,2012-12-07,19_80,20266.6,13088.709,29866.355
6062,2012-12-14,19_80,19429.549,11087.745,27104.332
6063,2012-12-21,19_80,21273.422,11607.353,26753.576
6064,2012-11-02,19_81,23513.598,17824.45,26405.473
6065,2012-11-09,19_81,22753.305,17605.941,29156.18
6066,2012-11-16,19_81,23074.973,14337.966,28946.283
6067,2012-11-23,19_81,19798.809,13462.553,27164.066
6068,2012-11-30,19_81,20546.121,13783.35,26789.607
6069,2012-12-07,19_81,19852.879,13385.365,28369.72
6070,2012-12-14,19_81,21275.1,12453.893,30221.9
6071,2012-12-21,19_81,20809.52,10231.063,29443.791
6072,2012-11-02,19_82,22383.8,17462.855,26559.393
6073,2012-11-09,19_82,22152.305,14725.803,27622.28
6074,2012-11-16,19_82,21710.312,13940.586,29281.012
6075,2012-11-23,19_82,21152.947,13255.054,27927.36
6076,2012-11-30,19_82,19920.215,14099.053,26081.193
6077,2012-12-07,19_82,18339.54,12345.494,27351.934
6078,2012-12-14,19_82,15771.742,12255.16,26055.033
6079,2012-12-21,19_82,15635.445,8319.229,25271.523
6080,2012-11-02,19_83,3790.0837,2811.47,4670.471
6081,2012-11-09,19_83,3521.8848,2322.0605,4944.5664
6082,2012-11-16,19_83,3926.6863,2344.6648,5370.9775
6083,2012-11-23,19_83,3978.5203,1710.8904,5227.4985
6084,2012-11-30,19_83,4215.939,1491.4929,5351.583
6085,2012-12-07,19_83,4454.126,1873.5787,6162.134
6086,2012-12-14,19_83,3271.7437,1165.3086,4928.317
6087,2012-12-21,19_83,3455.7632,1036.8596,5175.8364
6088,2012-11-02,19_85,4771.0464,3532.5933,6272.878
6089,2012-11-09,19_85,4247.015,2252.4934,6113.26
6090,2012-11-16,19_85,3981.8896,1815.325,5666.949
6091,2012-11-23,19_85,3766.3184,1407.9127,6574.9126
6092,2012-11-30,19_85,3996.1084,1167.3837,6454.903
6093,2012-12-07,19_85,3588.9453,1438.6709,5603.749
6094,2012-12-14,19_85,3874.5188,1627.2197,6106.4155
6095,2012-12-21,19_85,3310.9248,1259.6135,5085.638
6096,2012-11-02,19_87,21726.623,17642.389,26684.803
6097,2012-11-09,19_87,21462.7,16468.541,28321.795
6098,2012-11-16,19_87,21944.686,15998.788,28346.234
6099,2012-11-23,19_87,22056.2,12988.903,28150.08
6100,2012-11-30,19_87,21674.195,13189.924,29059.293
6101,2012-12-07,19_87,22144.94,13298.406,29047.89
6102,2012-12-14,19_87,23210.625,12427.774,29590.775
6103,2012-12-21,19_87,23444.027,12644.423,28378.281
6104,2012-11-02,19_9,40126.145,33913.766,46275.71
6105,2012-11-09,19_9,40212.316,30805.344,47816.227
6106,2012-11-16,19_9,40327.53,30374.701,46482.95
6107,2012-11-23,19_9,38560.285,28050.88,49323.42
6108,2012-11-30,19_9,39457.414,28061.803,52313.887
6109,2012-12-07,19_9,41173.293,28413.98,54176.258
6110,2012-12-14,19_9,41525.836,25945.445,54195.133
6111,2012-12-21,19_9,42137.96,22935.467,56640.312
6112,2012-11-02,19_90,67596.22,56044.56,80680.48
6113,2012-11-09,19_90,69186.95,51859.41,84429.586
6114,2012-11-16,19_90,67249.12,47679.414,83439.664
6115,2012-11-23,19_90,66292.664,48400.066,85251.51
6116,2012-11-30,19_90,64493.195,42093.062,82746.66
6117,2012-12-07,19_90,84793.34,50017.03,89320.125
6118,2012-12-14,19_90,79247.1,45829.41,91763.85
6119,2012-12-21,19_90,84612.72,42256.297,86264.07
6120,2012-11-02,19_91,51094.094,43862.73,58939.355
6121,2012-11-09,19_91,53412.67,41322.156,65214.668
6122,2012-11-16,19_91,50122.49,37595.76,63898.24
6123,2012-11-23,19_91,49646.51,38337.25,61415.574
6124,2012-11-30,19_91,41910.164,30852.234,59693.75
6125,2012-12-07,19_91,45276.477,31290.342,60526.344
6126,2012-12-14,19_91,45305.934,29076.379,65434.023
6127,2012-12-21,19_91,43953.836,27786.803,61525.797
6128,2012-11-02,19_92,115352.48,94617.81,131543.48
6129,2012-11-09,19_92,115519.05,93349.1,137128.25
6130,2012-11-16,19_92,112383.25,83824.1,137310.06
6131,2012-11-23,19_92,104728.77,78281.12,142203.7
6132,2012-11-30,19_92,113575.59,74228.055,137421.88
6133,2012-12-07,19_92,115869.15,69916.68,130018.53
6134,2012-12-14,19_92,120357.54,70023.336,130809.81
6135,2012-12-21,19_92,99102.14,66866.93,131211.08
6136,2012-11-02,19_93,35124.81,29079.797,43202.188
6137,2012-11-09,19_93,38817.844,29532.611,46668.58
6138,2012-11-16,19_93,38035.324,28404.521,45797.98
6139,2012-11-23,19_93,36383.652,26168.89,47317.246
6140,2012-11-30,19_93,31976.46,20911.951,45496.26
6141,2012-12-07,19_93,36416.062,22677.812,48465.93
6142,2012-12-14,19_93,33483.12,20477.48,46266.14
6143,2012-12-21,19_93,28115.363,18391.486,44945.35
6144,2012-11-02,19_94,33794.406,28001.043,41241.375
6145,2012-11-09,19_94,31413.078,21264.805,41423.906
6146,2012-11-16,19_94,27917.006,20690.234,37877.07
6147,2012-11-23,19_94,28517.77,19285.709,38904.875
6148,2012-11-30,19_94,32015.25,19390.441,41359.31
6149,2012-12-07,19_94,31095.402,18469.697,43973.836
6150,2012-12-14,19_94,27828.633,14809.393,43344.438
6151,2012-12-21,19_94,29770.51,16170.955,39387.516
6152,2012-11-02,19_95,87937.0,75288.87,100943.52
6153,2012-11-09,19_95,88049.57,73119.65,102665.69
6154,2012-11-16,19_95,85629.29,67118.516,103590.5
6155,2012-11-23,19_95,83519.836,60195.95,98749.85
6156,2012-11-30,19_95,81554.41,55389.8,96406.02
6157,2012-12-07,19_95,84887.16,58230.03,102511.28
6158,2012-12-14,19_95,86451.76,60509.15,106839.09
6159,2012-12-21,19_95,82802.45,56749.414,100852.055
6160,2012-11-02,19_96,16909.63,13434.894,19494.81
6161,2012-11-09,19_96,16094.695,11875.591,19767.254
6162,2012-11-16,19_96,14795.952,9337.71,20167.99
6163,2012-11-23,19_96,14431.482,8707.534,19590.514
6164,2012-11-30,19_96,12249.379,7746.5493,17905.107
6165,2012-12-07,19_96,7861.6763,6972.927,21507.803
6166,2012-12-14,19_96,11970.1875,6072.102,19359.785
6167,2012-12-21,19_96,11490.232,4787.9004,17444.271
6168,2012-11-02,19_97,17240.098,14064.108,22239.322
6169,2012-11-09,19_97,18230.096,12589.963,23378.506
6170,2012-11-16,19_97,17920.037,12519.072,22032.488
6171,2012-11-23,19_97,17927.895,10622.106,24159.229
6172,2012-11-30,19_97,17944.852,11376.44,23326.547
6173,2012-12-07,19_97,20336.69,11040.293,27617.428
6174,2012-12-14,19_97,17351.172,11057.467,24439.19
6175,2012-12-21,19_97,19440.535,9699.038,28781.027
6176,2012-11-02,19_98,13783.188,10117.987,17412.818
6177,2012-11-09,19_98,13032.889,8048.4033,18019.832
6178,2012-11-16,19_98,13595.365,6739.942,19001.143
6179,2012-11-23,19_98,11726.957,5632.9375,15709.602
6180,2012-11-30,19_98,11922.47,4813.976,15063.383
6181,2012-12-07,19_98,9023.479,4992.7847,17290.973
6182,2012-12-14,19_98,10055.35,3835.4707,15658.066
6183,2012-12-21,19_98,9645.307,4197.0327,15675.881
6184,2012-11-02,19_99,27.792368,0.0,72.93232
6185,2012-11-09,19_99,21.465376,0.0,67.41011
6186,2012-11-16,19_99,2.885496,0.0,53.445625
6187,2012-11-23,19_99,22.466944,0.0,49.166218
6188,2012-11-30,19_99,4.7983513,0.0,47.824623
6189,2012-12-07,19_99,1.1934276,0.0,50.010227
6190,2012-12-14,19_99,2.8638542,0.0,62.184002
6191,2012-12-21,19_99,0.0,0.0,60.676968
6192,2012-11-02,1_1,28146.25,22286.498,33721.35
6193,2012-11-09,1_1,26978.148,19049.613,34127.027
6194,2012-11-16,1_1,25168.008,16567.926,35362.117
6195,2012-11-23,1_1,25154.63,15615.153,33520.89
6196,2012-11-30,1_1,22707.102,11828.666,33427.215
6197,2012-12-07,1_1,20760.766,9916.696,30897.188
6198,2012-12-14,1_1,19218.086,10524.819,26834.709
6199,2012-12-21,1_1,17282.541,8843.348,25870.744
6200,2012-11-02,1_10,28501.893,23641.115,33249.855
6201,2012-11-09,1_10,27186.688,23472.229,34462.734
6202,2012-11-16,1_10,28358.422,19280.605,36759.03
6203,2012-11-23,1_10,28158.473,17344.568,36504.996
6204,2012-11-30,1_10,24807.217,15296.1045,36245.945
6205,2012-12-07,1_10,26486.295,13760.974,36647.49
6206,2012-12-14,1_10,25053.19,11980.582,35040.367
6207,2012-12-21,1_10,26565.623,11602.958,39759.445
6208,2012-11-02,1_11,23869.21,18732.156,28540.287
6209,2012-11-09,1_11,23100.84,17293.871,29569.555
6210,2012-11-16,1_11,21428.152,13591.863,30117.45
6211,2012-11-23,1_11,18405.713,9036.919,26664.648
6212,2012-11-30,1_11,19621.037,11133.333,25350.096
6213,2012-12-07,1_11,21013.096,9732.4,27143.684
6214,2012-12-14,1_11,19934.732,8118.013,27787.42
6215,2012-12-21,1_11,17519.566,8144.231,25142.473
6216,2012-11-02,1_12,10189.151,8201.832,12120.928
6217,2012-11-09,1_12,10849.994,7623.123,12679.08
6218,2012-11-16,1_12,10387.496,6766.9355,13573.557
6219,2012-11-23,1_12,10941.374,6235.767,14404.312
6220,2012-11-30,1_12,9789.28,6249.4873,13521.965
6221,2012-12-07,1_12,9844.572,4783.697,13753.672
6222,2012-12-14,1_12,8761.947,5424.839,14514.586
6223,2012-12-21,1_12,8468.744,4391.167,12692.764
6224,2012-11-02,1_13,43603.88,36229.62,50401.62
6225,2012-11-09,1_13,42433.2,32542.639,51194.797
6226,2012-11-16,1_13,40075.414,31271.791,51542.734
6227,2012-11-23,1_13,38753.406,22966.938,51832.71
6228,2012-11-30,1_13,36494.207,26049.21,48322.695
6229,2012-12-07,1_13,35922.434,20935.914,48930.93
6230,2012-12-14,1_13,30516.473,20451.805,47931.492
6231,2012-12-21,1_13,32377.06,18370.646,48390.074
6232,2012-11-02,1_14,11414.631,9741.692,14503.865
6233,2012-11-09,1_14,11956.624,8005.164,15147.226
6234,2012-11-16,1_14,11633.545,7754.9473,15682.386
6235,2012-11-23,1_14,13526.146,7940.705,17578.488
6236,2012-11-30,1_14,12096.69,5980.5874,16615.184
6237,2012-12-07,1_14,12537.793,6362.873,17637.488
6238,2012-12-14,1_14,9370.439,5196.0117,16086.499
6239,2012-12-21,1_14,10881.231,5604.935,15154.95
6240,2012-11-02,1_16,12072.065,10269.786,13656.118
6241,2012-11-09,1_16,12483.517,9158.167,15397.354
6242,2012-11-16,1_16,11686.56,8112.3154,14478.884
6243,2012-11-23,1_16,12429.679,8587.255,16087.392
6244,2012-11-30,1_16,13503.934,8941.13,16613.172
6245,2012-12-07,1_16,12441.066,8614.254,16108.34
6246,2012-12-14,1_16,12710.357,6704.194,19822.566
6247,2012-12-21,1_16,12905.669,5300.163,16520.744
6248,2012-11-02,1_17,8049.0845,6513.8506,10599.013
6249,2012-11-09,1_17,6789.1904,5090.3223,10154.284
6250,2012-11-16,1_17,7083.3467,3544.9158,10497.317
6251,2012-11-23,1_17,6804.7007,3757.2334,10988.083
6252,2012-11-30,1_17,5686.3394,2494.7522,9433.18
6253,2012-12-07,1_17,6299.811,2247.579,11370.304
6254,2012-12-14,1_17,6574.9067,2122.4397,10075.512
6255,2012-12-21,1_17,6305.424,1057.795,9254.827
6256,2012-11-02,1_18,13888.809,9014.534,19736.676
6257,2012-11-09,1_18,10876.62,3738.5437,16683.363
6258,2012-11-16,1_18,9428.532,2564.39,17568.04
6259,2012-11-23,1_18,6714.2183,891.14386,13359.565
6260,2012-11-30,1_18,7759.8086,0.0,13791.877
6261,2012-12-07,1_18,6131.4893,0.0,9871.004
6262,2012-12-14,1_18,5760.8467,33.93457,9645.856
6263,2012-12-21,1_18,4267.2227,0.0,7314.9478
6264,2012-11-02,1_19,1735.7076,1005.2293,2306.8008
6265,2012-11-09,1_19,1342.8071,468.0875,2100.0037
6266,2012-11-16,1_19,1501.8732,420.99573,2468.9573
6267,2012-11-23,1_19,975.9793,306.9268,2154.0422
6268,2012-11-30,1_19,698.9305,98.74965,1640.3331
6269,2012-12-07,1_19,698.50146,40.770515,1514.4312
6270,2012-12-14,1_19,797.24274,0.0,1517.5494
6271,2012-12-21,1_19,612.68445,0.0,1358.1606
6272,2012-11-02,1_2,46440.184,38849.543,52396.72
6273,2012-11-09,1_2,42797.43,32179.184,54535.105
6274,2012-11-16,1_2,43877.68,31906.076,55948.33
6275,2012-11-23,1_2,43539.55,28944.021,55179.316
6276,2012-11-30,1_2,41938.984,27851.777,55509.414
6277,2012-12-07,1_2,40229.793,26691.852,54983.75
6278,2012-12-14,1_2,39236.984,24861.45,53585.01
6279,2012-12-21,1_2,41231.74,27223.824,51719.375
6280,2012-11-02,1_20,3151.8115,2230.9666,4144.8433
6281,2012-11-09,1_20,3053.4033,2023.4199,4041.3179
6282,2012-11-16,1_20,3093.8037,2012.6034,4287.805
6283,2012-11-23,1_20,2793.85,1618.4783,4342.449
6284,2012-11-30,1_20,3254.3362,1283.0673,4700.957
6285,2012-12-07,1_20,3791.1414,1706.843,5326.5557
6286,2012-12-14,1_20,3530.7668,1659.7489,5062.5596
6287,2012-12-21,1_20,3156.3196,1524.0112,5279.8975
6288,2012-11-02,1_21,9083.773,6950.844,11159.457
6289,2012-11-09,1_21,8738.709,5267.6074,11584.678
6290,2012-11-16,1_21,8438.598,4939.738,10920.771
6291,2012-11-23,1_21,8220.642,3927.687,12062.06
6292,2012-11-30,1_21,7983.366,3871.605,10903.285
6293,2012-12-07,1_21,6730.6694,4095.0889,10541.942
6294,2012-12-14,1_21,8472.533,3824.3826,11482.982
6295,2012-12-21,1_21,6050.7124,3192.9038,11644.036
6296,2012-11-02,1_22,8367.659,5939.9985,10744.086
6297,2012-11-09,1_22,8721.666,5484.8213,10343.422
6298,2012-11-16,1_22,7838.588,4153.273,10290.417
6299,2012-11-23,1_22,8387.284,3322.2227,11167.259
6300,2012-11-30,1_22,7955.1807,3633.7422,12089.903
6301,2012-12-07,1_22,7989.015,4002.1792,11066.926
6302,2012-12-14,1_22,7593.187,3521.1792,10823.411
6303,2012-12-21,1_22,6781.9517,1985.5436,10903.364
6304,2012-11-02,1_23,22511.262,15810.004,26501.914
6305,2012-11-09,1_23,21606.885,14823.435,27347.238
6306,2012-11-16,1_23,18911.54,12477.163,26035.863
6307,2012-11-23,1_23,19857.975,11841.464,26258.438
6308,2012-11-30,1_23,18838.527,9768.403,25153.973
6309,2012-12-07,1_23,16524.732,8590.454,24651.88
6310,2012-12-14,1_23,15582.395,8745.146,22806.658
6311,2012-12-21,1_23,15728.456,8757.125,21270.605
6312,2012-11-02,1_24,7273.3086,5379.7656,8748.501
6313,2012-11-09,1_24,7949.226,4207.197,10023.633
6314,2012-11-16,1_24,5714.3345,3077.3086,8512.054
6315,2012-11-23,1_24,5629.1006,3023.6018,8296.071
6316,2012-11-30,1_24,5540.2876,2436.0708,7346.7207
6317,2012-12-07,1_24,4846.455,1762.9172,8505.32
6318,2012-12-14,1_24,4372.842,1642.1962,7300.142
6319,2012-12-21,1_24,4274.206,1619.464,7559.9355
6320,2012-11-02,1_25,10871.872,8089.691,13925.892
6321,2012-11-09,1_25,9730.282,6305.561,14198.408
6322,2012-11-16,1_25,8496.211,4555.621,13443.209
6323,2012-11-23,1_25,9259.791,4769.929,13818.16
6324,2012-11-30,1_25,9749.574,4302.5176,15279.892
6325,2012-12-07,1_25,7710.2607,4113.926,13464.107
6326,2012-12-14,1_25,8413.761,2820.2437,10671.833
6327,2012-12-21,1_25,9718.4795,3509.4373,11833.221
6328,2012-11-02,1_26,8411.067,5962.6934,10441.832
6329,2012-11-09,1_26,9344.521,5497.5864,11417.814
6330,2012-11-16,1_26,9759.61,5175.641,12142.093
6331,2012-11-23,1_26,8025.213,4542.7617,12421.86
6332,2012-11-30,1_26,11456.251,3861.644,12381.929
6333,2012-12-07,1_26,8363.737,4402.7544,12960.11
6334,2012-12-14,1_26,7866.045,4086.9194,9970.17
6335,2012-12-21,1_26,9657.653,3591.2317,10629.012
6336,2012-11-02,1_27,1705.588,1016.3151,2394.327
6337,2012-11-09,1_27,1678.06,740.8109,2649.2515
6338,2012-11-16,1_27,1363.3497,362.0832,2435.2305
6339,2012-11-23,1_27,1336.9185,144.60365,2377.2532
6340,2012-11-30,1_27,1108.4816,84.43678,1835.6617
6341,2012-12-07,1_27,1076.1592,97.35076,2042.4978
6342,2012-12-14,1_27,1203.2393,93.83184,1908.6385
6343,2012-12-21,1_27,749.0643,0.0,1758.5919
6344,2012-11-02,1_28,608.9167,400.75946,1032.0337
6345,2012-11-09,1_28,734.54224,229.99557,1169.8604
6346,2012-11-16,1_28,646.6104,127.32125,1252.1559
6347,2012-11-23,1_28,553.9071,0.0,963.99
6348,2012-11-30,1_28,456.76953,0.0,798.3527
6349,2012-12-07,1_28,402.87756,0.0,772.2407
6350,2012-12-14,1_28,446.46317,0.0,657.95734
6351,2012-12-21,1_28,360.02005,0.0,623.08746
6352,2012-11-02,1_29,4973.7075,3146.8442,5872.311
6353,2012-11-09,1_29,4541.196,2522.5703,6529.305
6354,2012-11-16,1_29,4276.225,2140.6938,6474.238
6355,2012-11-23,1_29,4588.2124,1721.041,6218.5522
6356,2012-11-30,1_29,4613.5796,1303.488,6823.8564
6357,2012-12-07,1_29,4163.4414,1595.4413,5247.956
6358,2012-12-14,1_29,3776.143,1286.6127,5005.184
6359,2012-12-21,1_29,3014.9194,1050.4086,4561.366
6360,2012-11-02,1_3,10480.238,8844.366,12447.514
6361,2012-11-09,1_3,8643.512,8358.332,13111.54
6362,2012-11-16,1_3,10610.83,7699.475,13809.606
6363,2012-11-23,1_3,10628.798,6735.492,14300.255
6364,2012-11-30,1_3,11854.108,6085.3105,15187.307
6365,2012-12-07,1_3,12561.44,6051.127,16064.88
6366,2012-12-14,1_3,28734.633,5482.4395,14987.94
6367,2012-12-21,1_3,9392.694,5601.516,16099.316
6368,2012-11-02,1_30,2764.821,1759.0956,4023.9402
6369,2012-11-09,1_30,2754.0857,1460.066,4155.1714
6370,2012-11-16,1_30,3053.1104,1481.936,4352.4966
6371,2012-11-23,1_30,2893.5835,1275.3444,4781.775
6372,2012-11-30,1_30,2244.5088,860.8817,3453.511
6373,2012-12-07,1_30,1257.9653,473.21002,3416.379
6374,2012-12-14,1_30,2224.8218,640.1785,3585.2952
6375,2012-12-21,1_30,1826.9843,449.83063,3754.9993
6376,2012-11-02,1_31,1560.5624,1026.7284,2225.2913
6377,2012-11-09,1_31,1506.7205,565.6839,2268.9348
6378,2012-11-16,1_31,1355.7439,451.18832,2157.1316
6379,2012-11-23,1_31,1544.68,465.7884,1950.8247
6380,2012-11-30,1_31,1692.7195,440.14252,2273.995
6381,2012-12-07,1_31,3840.6956,396.54526,2325.9265
6382,2012-12-14,1_31,1441.5295,246.04156,1880.4807
6383,2012-12-21,1_31,1009.02954,171.74593,1753.2892
6384,2012-11-02,1_32,6257.53,4860.164,8255.529
6385,2012-11-09,1_32,6974.7144,3513.0813,8913.319
6386,2012-11-16,1_32,6297.007,3452.2505,10052.918
6387,2012-11-23,1_32,5355.373,2222.9714,8647.196
6388,2012-11-30,1_32,5032.9556,2430.7742,7735.659
6389,2012-12-07,1_32,5182.434,2531.3264,7949.715
6390,2012-12-14,1_32,5119.3936,2588.811,7628.619
6391,2012-12-21,1_32,4490.709,1905.7838,7467.7173
6392,2012-11-02,1_33,6523.899,4700.548,8316.523
6393,2012-11-09,1_33,6349.757,3979.7754,8622.353
6394,2012-11-16,1_33,8230.08,3375.5125,7893.1978
6395,2012-11-23,1_33,6737.1,3706.6836,8517.191
